"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1482C"	44	5	30	394.7	0.76808	1.4195	2.1376	1.8801
"U1482C"	44	5	41	394.81	0.75549	1.4289	2.3794	1.8737
"U1482C"	44	5	50	394.9	0.79636	1.3656	3.1973	1.8509
"U1482C"	44	5	61	395.01	0.85509	1.4408	2.2069	1.8471
"U1482C"	44	5	70	395.1	0.86492	1.6454	2.432	1.8504
"U1482C"	44	5	81	395.21	0.78589	1.2712	3.537	1.851
"U1482C"	44	5	90	395.3	0.77834	1.4292	3.0831	1.8399
"U1482C"	44	5	101	395.41	1.0164	1.4319	3.1839	1.8025
"U1482C"	44	5	110	395.5	0.99878	1.6455	3.4479	1.7916
"U1482C"	44	5	121	395.61	1.0182	1.6705	3.6826	1.7667
"U1482C"	44	5	130	395.7	0.98107	1.5335	3.9251	1.7369
"U1482C"	44	5	141	395.81	0.96905	1.2863	4.0711	1.7553
"U1482C"	44	5	150	395.9	0.83868	0.97318	4.0191	1.7517
"U1482C"	44	6	1	395.91	0.81014	0.82023	4.6055	1.8333
"U1482C"	44	6	10	396	0.88933	1.196	3.2688	1.8019
"U1482C"	44	6	21	396.11	0.87915	1.1725	3.3335	1.7457
"U1482C"	44	6	30	396.2	0.63962	1.1324	2.0877	1.7549
"U1482C"	44	6	41	396.31	0.6614	1.3424	1.9428	1.798
"U1482C"	44	6	50	396.4	0.5691	1.241	2.2437	1.8079
"U1482C"	44	6	61	396.51	0.60348	1.3803	1.5412	1.7898
"U1482C"	44	6	70	396.6	0.5637	1.2799	1.1734	1.7495
"U1482C"	44	6	81	396.71	0.52664	1.5511	1.6434	1.7671
"U1482C"	44	6	90	396.8	0.64104	1.5552	1.9819	1.6662
"U1482C"	44	7	1	396.91	0.62291	1.2435	1.4715	1.8459
"U1482C"	44	7	10	397	0.61975	1.4532	2.5413	1.8525
"U1482C"	44	7	21	397.11	0.76384	1.6235	1.8189	1.8714
"U1482C"	44	7	30	397.2	0.78492	1.6145	2.4358	1.8833
"U1482C"	44	7	41	397.31	0.60039	1.5868	2.5388	1.8918
"U1482C"	44	7	50	397.4	0.70486	1.7344	2.6001	1.8783
"U1482C"	44	7	61	397.51	0.79626	1.6108	1.8984	1.8497
"U1482C"	44	7	70	397.6	0.81596	1.3877	2.1192	1.8274
"U1482C"	44	7	81	397.71	0.74795	1.2937	2.1504	1.9042
"U1482C"	44	7	90	397.8	0.62489	1.4843	2.8385	1.9216
"U1482C"	45	1	1	398.11	0.60728	0.72412	2.4041	1.7121
"U1482C"	45	1	10	398.2	0.70349	1.1234	2.2915	1.7104
"U1482C"	45	1	21	398.31	0.52726	1.1541	1.6151	1.7557
"U1482C"	45	1	30	398.4	0.55809	0.98618	0.93425	1.8685
"U1482C"	45	1	41	398.51	0.43317	1.2827	1.5962	1.9292
"U1482C"	45	1	50	398.6	0.53471	1.3087	1.4453	1.9004
"U1482C"	45	1	61	398.71	0.59318	1.7493	1.3053	1.8729
"U1482C"	45	1	70	398.8	0.65135	2.0978	1.6563	1.8456
"U1482C"	45	1	81	398.91	0.51791	1.7228	1.8288	1.8614
"U1482C"	45	1	90	399	0.562	1.4536	2.2787	1.8625
"U1482C"	45	1	101	399.11	0.49282	1.8633	1.997	1.8712
"U1482C"	45	1	110	399.2	0.51463	1.8451	1.1454	1.897
"U1482C"	45	1	121	399.31	0.56386	1.6252	1.648	1.9082
"U1482C"	45	1	130	399.4	0.56895	1.3059	1.8631	1.892
"U1482C"	45	1	141	399.51	0.49805	1.78	1.6958	1.8607
"U1482C"	45	1	150	399.6	0.49334	1.642	1.127	1.8469
"U1482C"	45	2	1	399.61	0.55332	1.3417	1.9577	1.9075
"U1482C"	45	2	10	399.7	0.65653	1.1976	1.6091	1.897
"U1482C"	45	2	21	399.81	0.66997	1.125	2.0434	1.8745
"U1482C"	45	2	30	399.9	0.64393	1.067	2.3104	1.8625
"U1482C"	45	2	41	400.01	0.59937	1.4452	2.667	1.8525
"U1482C"	45	2	50	400.1	0.6204	1.3495	3.1736	1.8429
"U1482C"	45	2	61	400.21	0.72362	1.466	2.7763	1.8299
"U1482C"	45	2	70	400.3	0.82425	1.0679	2.8506	1.7988
"U1482C"	45	2	81	400.41	0.66418	1.0398	2.6626	1.815
"U1482C"	45	2	90	400.5	0.66046	1.0131	2.2258	1.8104
"U1482C"	45	2	101	400.61	0.74962	1.3288	1.8492	1.7763
"U1482C"	45	2	110	400.7	0.59447	1.3143	2.3555	1.7725
"U1482C"	45	2	121	400.81	0.60386	1.1544	2.1714	1.7957
"U1482C"	45	2	130	400.9	0.52509	1.5553	1.8072	1.8366
"U1482C"	45	2	141	401.01	0.50488	1.4735	2.143	1.8159
"U1482C"	45	2	150	401.1	0.54321	1.0032	1.6	1.7865
"U1482C"	45	3	1	401.11	0.48912	1.5692	0.78148	1.8472
"U1482C"	45	3	10	401.2	0.58134	1.6068	1.4914	1.8353
"U1482C"	45	3	21	401.31	0.52999	1.5451	1.7543	1.8594
"U1482C"	45	3	30	401.4	0.49763	1.1391	1.4877	1.8896
"U1482C"	45	3	41	401.51	0.37871	1.0688	1.7317	1.8978
"U1482C"	45	3	50	401.6	0.49897	1.1388	1.4827	1.8989
"U1482C"	45	3	61	401.71	0.56089	1.6037	1.4765	1.9107
"U1482C"	45	3	70	401.8	0.56221	1.605	2.0558	1.8838
"U1482C"	45	3	81	401.91	0.48822	1.2989	1.6426	1.8115
"U1482C"	45	3	90	402	0.5393	1.3223	2.4002	1.7979
"U1482C"	45	3	101	402.11	0.63861	1.5749	1.6889	1.6389
"U1482C"	45	3	110	402.2	0.63459	1.4835	2.4426	1.6299
"U1482C"	45	3	121	402.31	0.61206	1.4082	2.2338	1.7762
"U1482C"	45	3	130	402.4	0.6057	1.278	2.0356	1.8327
"U1482C"	45	3	141	402.51	0.70269	1.251	2.3195	1.8263
"U1482C"	45	3	150	402.6	0.58484	1.1724	3.0701	1.8181
"U1482C"	45	4	1	402.61	0.52658	1.3535	1.8961	1.8352
"U1482C"	45	4	10	402.7	0.74724	1.049	1.7525	1.8318
"U1482C"	45	4	21	402.81	0.78247	1.2987	2.2477	1.8305
"U1482C"	45	4	30	402.9	0.78551	1.3667	2.7989	1.8167
"U1482C"	45	4	41	403.01	0.62143	1.4125	2.3685	1.7949
"U1482C"	45	4	50	403.1	0.57934	1.2105	2.0774	1.8199
"U1482C"	45	4	61	403.21	0.69154	1.3649	2.336	1.8255
"U1482C"	45	4	70	403.3	0.68967	1.1328	2.3153	1.8082
"U1482C"	45	4	81	403.41	0.57106	1.0671	2.6377	1.8051
"U1482C"	45	4	90	403.5	0.51288	0.87239	2.0787	1.8355
"U1482C"	45	4	101	403.61	0.44726	1.0578	1.8882	1.8764
"U1482C"	45	4	110	403.7	0.3707	1.3621	1.2294	1.8725
"U1482C"	45	4	121	403.81	0.46831	1.1711	1.197	1.8249
"U1482C"	45	4	130	403.9	0.47947	0.98937	1.5365	1.8477
"U1482C"	45	4	141	404.01	0.43267	1.3819	1.7821	1.7707
"U1482C"	45	4	150	404.1	0.48577	1.2302	1.4221	1.7713
"U1482C"	45	5	1	404.11	0.54318	1.1544	1.8327	1.7598
"U1482C"	45	5	10	404.2	0.54116	1.3297	1.7958	1.7437
"U1482C"	45	5	21	404.31	0.60221	1.2541	1.6792	1.7309
"U1482C"	45	5	30	404.4	0.53913	1.2418	1.9039	1.8497
"U1482C"	45	5	41	404.51	0.53349	1.2327	1.9702	1.8429
"U1482C"	45	5	50	404.6	0.53121	1.0257	1.0856	1.8316
"U1482C"	45	5	61	404.71	0.49071	1.2537	1.2979	1.8352
"U1482C"	45	5	70	404.8	0.57652	1.3466	2.0915	1.8516
"U1482C"	45	5	81	404.91	0.61598	1.3135	1.4038	1.8653
"U1482C"	45	5	90	405	0.53659	1.2022	1.5866	1.8645
"U1482C"	45	5	101	405.11	0.64294	1.2896	2.2676	1.8473
"U1482C"	45	5	110	405.2	0.7069	1.2018	2.8555	1.8466
"U1482C"	45	5	121	405.31	0.63838	1.4592	2.2058	1.861
"U1482C"	45	5	130	405.4	0.65256	1.1929	2.9716	1.8557
"U1482C"	45	5	141	405.51	0.68394	1.5258	2.3097	1.8341
"U1482C"	45	5	150	405.6	0.54108	1.3881	1.6344	1.809
"U1482C"	45	6	1	405.61	0.67148	1.3902	2.4798	1.8138
"U1482C"	45	6	10	405.7	0.64301	1.2522	2.1828	1.7956
"U1482C"	45	6	21	405.81	0.64766	1.1167	1.693	1.7589
"U1482C"	45	6	30	405.9	0.53948	1.1198	1.2639	1.7747
"U1482C"	45	6	41	406.01	0.39198	0.90718	1.4916	1.8335
"U1482C"	45	6	50	406.1	0.39745	1.004	1.6709	1.8913
"U1482C"	45	6	61	406.21	0.42503	1.0427	1.1994	1.8813
"U1482C"	45	6	70	406.3	0.52615	1.3153	1.0922	1.8797
"U1482C"	45	6	81	406.41	0.47318	1.4008	2.2778	1.7767
"U1482C"	45	6	90	406.5	0.53784	1.4069	1.0899	1.7312
"U1482C"	45	6	101	406.61	0.70047	1.7197	1.4129	1.8219
"U1482C"	45	6	110	406.7	0.74792	1.8324	2.0961	1.8378
"U1482C"	45	6	121	406.81	0.71084	1.7686	2.5021	1.7777
"U1482C"	45	6	130	406.9	0.6046	1.3924	1.8451	1.836
"U1482C"	45	6	141	407.01	0.67061	1.6198	1.4462	1.8114
"U1482C"	45	6	150	407.1	0.69131	1.3044	1.797	1.662
"U1482C"	45	7	1	407.11	0.59509	0.98366	1.7574	1.8353
"U1482C"	45	7	10	407.2	0.72667	1.5947	1.8787	1.8345
"U1482C"	45	7	21	407.31	0.81142	1.5351	2.8408	1.8985
"U1482C"	45	7	30	407.4	0.77666	1.1834	1.9399	1.8887
"U1482C"	45	7	41	407.51	0.68684	1.4848	2.2776	1.8646
"U1482C"	45	7	50	407.6	0.59421	1.0085	2.5499	1.8714
"U1482C"	46	1	1	407.81	0.56198	1.1939	1.5292	1.8595
"U1482C"	46	1	10	407.9	0.79195	1.2988	1.7455	1.839
"U1482C"	46	1	21	408.01	0.83313	1.4336	2.9607	1.8456
"U1482C"	46	1	30	408.1	0.80461	1.3351	2.2562	1.8443
"U1482C"	46	1	41	408.21	0.71275	1.354	2.4	1.8576
"U1482C"	46	1	50	408.3	0.71031	1.4786	3.107	1.8603
"U1482C"	46	1	61	408.41	0.87526	1.6829	2.3261	1.8333
"U1482C"	46	1	70	408.5	1.0066	1.3575	2.6777	1.8212
"U1482C"	46	1	81	408.61	0.9255	1.4197	4.0169	1.8077
"U1482C"	46	1	90	408.7	0.8572	1.2888	2.7385	1.7845
"U1482C"	46	1	101	408.81	0.96073	1.4822	3.2854	1.7861
"U1482C"	46	1	110	408.9	0.88851	1.4939	3.2956	1.796
"U1482C"	46	1	121	409.01	0.9272	1.4221	2.5959	1.8192
"U1482C"	46	1	130	409.1	0.91365	1.1914	2.4239	1.8222
"U1482C"	46	1	141	409.21	0.82758	1.3874	1.967	1.8167
"U1482C"	46	1	150	409.3	0.82328	1.0025	3.106	1.8294
"U1482C"	46	2	1	409.31	0.77649	1.1958	2.116	1.825
"U1482C"	46	2	10	409.4	0.74373	0.94036	2.8082	1.8448
"U1482C"	46	2	21	409.51	0.68489	0.92631	1.9289	1.8752
"U1482C"	46	2	30	409.6	0.63391	1.0529	2.5433	1.8875
"U1482C"	46	2	41	409.71	0.53769	1.1426	2.1293	1.8995
"U1482C"	46	2	50	409.8	0.52411	1.0686	1.6909	1.9097
"U1482C"	46	2	61	409.91	0.49014	1.1515	1.5459	1.9061
"U1482C"	46	2	70	410	0.55621	1.2427	1.2429	1.9042
"U1482C"	46	2	81	410.11	0.51746	0.92831	1.747	1.9077
"U1482C"	46	2	90	410.2	0.48935	1.331	1.5923	1.9027
"U1482C"	46	2	101	410.31	0.63101	1.3392	1.646	1.8779
"U1482C"	46	2	110	410.4	0.63127	1.4139	1.4065	1.8663
"U1482C"	46	2	121	410.51	0.73388	1.516	1.8874	1.8479
"U1482C"	46	2	130	410.6	0.64955	1.3619	1.4758	1.8772
"U1482C"	46	2	141	410.71	0.68688	1.4652	1.7735	1.873
"U1482C"	46	2	150	410.8	0.65937	1.3626	1.2639	1.8776
"U1482C"	46	3	1	410.81	0.73088	1.4368	1.5287	1.86
"U1482C"	46	3	10	410.9	0.66938	1.2997	2.5793	1.8557
"U1482C"	46	3	21	411.01	0.71586	1.3887	2.3831	1.8458
"U1482C"	46	3	30	411.1	0.76567	1.1889	2.7557	1.8452
"U1482C"	46	3	41	411.21	0.65041	1.6793	1.8903	1.8479
"U1482C"	46	3	50	411.3	0.65745	1.0498	2.3824	1.8474
"U1482C"	46	3	61	411.41	0.67324	1.2636	2.2181	1.8377
"U1482C"	46	3	70	411.5	0.7613	1.4324	2.6311	1.8296
"U1482C"	46	3	81	411.61	0.7401	0.91462	2.2894	1.8301
"U1482C"	46	3	90	411.7	0.67777	1.1068	2.472	1.8324
"U1482C"	46	3	101	411.81	0.86909	1.3926	2.4553	1.8376
"U1482C"	46	3	110	411.9	0.80139	1.5514	2.5298	1.829
"U1482C"	46	3	121	412.01	0.71512	1.0115	2.0473	1.8376
"U1482C"	46	3	130	412.1	0.65108	1.1692	2.2532	1.8384
"U1482C"	46	3	141	412.21	0.72988	1.1377	2.4804	1.8419
"U1482C"	46	3	150	412.3	0.70787	1.2275	2.3833	1.8525
"U1482C"	46	4	1	412.31	0.70476	1.3502	3.2059	1.8397
"U1482C"	46	4	10	412.4	0.70474	1.1171	2.8925	1.8455
"U1482C"	46	4	21	412.51	0.73371	1.1566	2.175	1.859
"U1482C"	46	4	30	412.6	0.63502	1.0413	2.3913	1.8886
"U1482C"	46	4	41	412.71	0.50834	1.3775	1.7889	1.9141
"U1482C"	46	4	50	412.8	0.58054	1.0081	1.7686	1.9037
"U1482C"	46	4	61	412.91	0.56781	1.2987	1.4501	1.9022
"U1482C"	46	4	70	413	0.64903	1.0955	1.3387	1.9084
"U1482C"	46	4	81	413.11	0.50843	1.1386	2.3604	1.8961
"U1482C"	46	4	90	413.2	0.49247	1.1823	2.3515	1.8959
"U1482C"	46	4	101	413.31	0.63893	1.0949	1.8029	1.8935
"U1482C"	46	4	110	413.4	0.71485	1.5061	1.6332	1.8841
"U1482C"	46	4	121	413.51	0.71469	1.4491	2.1905	1.874
"U1482C"	46	4	130	413.6	0.76463	1.3825	2.2405	1.8546
"U1482C"	46	4	141	413.71	0.74858	1.7251	2.3235	1.8254
"U1482C"	46	5	1	413.77	0.73758	0.79442	1.8384	1.8928
"U1482C"	46	5	10	413.86	0.76587	1.2066	2.78	1.8635
"U1482C"	46	5	21	413.97	0.82625	1.1319	2.0192	1.8265
"U1482C"	46	5	30	414.06	0.82209	1.0802	2.3777	1.8397
"U1482C"	46	5	41	414.17	0.78693	1.4823	2.6373	1.8473
"U1482C"	46	5	50	414.26	0.83562	1.0909	3.0089	1.8522
"U1482C"	46	5	61	414.37	0.7826	1.4647	2.8993	1.8604
"U1482C"	46	5	70	414.46	0.77729	1.2921	1.7408	1.8642
"U1482C"	46	5	81	414.57	0.68706	1.2995	2.1041	1.8555
"U1482C"	46	5	90	414.66	0.78644	1.1526	2.3018	1.8438
"U1482C"	46	5	101	414.77	0.90621	1.3573	2.8976	1.8691
"U1482C"	46	5	110	414.86	0.79447	1.2628	2.2897	1.8798
"U1482C"	46	5	121	414.97	0.70367	1.1281	2.7009	1.8755
"U1482C"	46	5	130	415.06	0.76079	1.24	2.3965	1.8716
"U1482C"	46	5	141	415.17	0.76566	1.5159	1.6971	1.858
"U1482C"	46	6	1	415.27	0.58087	0.6698	1.4908	1.9073
"U1482C"	46	6	10	415.36	0.66174	1.0813	1.9731	1.9066
"U1482C"	46	6	21	415.47	0.64463	1.3908	1.5902	1.9173
"U1482C"	46	6	30	415.56	0.60071	0.98469	1.2604	1.8923
"U1482C"	46	6	41	415.67	0.59601	1.4025	1.8947	1.88
"U1482C"	46	6	50	415.76	0.50292	1.2881	1.4099	1.8992
"U1482C"	46	6	61	415.87	0.60098	1.3771	1.9468	1.9326
"U1482C"	46	6	70	415.96	0.63558	1.2338	1.9865	1.9179
"U1482C"	46	6	81	416.07	0.5603	0.95679	2.2108	1.8306
"U1482C"	46	6	90	416.16	0.59493	1.316	1.8772	1.8803
"U1482C"	46	6	101	416.27	0.64868	1.2864	1.4542	1.9034
"U1482C"	46	6	110	416.36	0.60978	1.5638	1.6969	1.9275
"U1482C"	46	6	121	416.47	0.66996	1.4784	2.2407	1.9238
"U1482C"	46	6	130	416.56	0.64366	1.3901	2.1976	1.9161
"U1482C"	46	6	141	416.67	0.73733	1.4088	2.7082	1.8712
"U1482C"	46	6	150	416.76	0.47813	1.1617	1.2933	1.8349
"U1482C"	46	7	1	416.77	0.69396	1.2737	2.1767	1.891
"U1482C"	46	7	10	416.86	0.71572	0.93935	2.431	1.8716
"U1482C"	46	7	21	416.97	0.77143	1.0959	2.4311	1.8678
"U1482C"	46	7	30	417.06	0.76251	1.1693	2.4972	1.8939
"U1482C"	46	7	41	417.17	0.74142	1.2217	2.8063	1.8459
"U1482C"	46	7	50	417.26	0.79713	1.1542	2.5049	1.763
"U1482C"	47	1	1	417.51	0.73597	1.0198	2.3014	1.7332
"U1482C"	47	1	10	417.6	0.75513	1.3033	2.8074	1.7611
"U1482C"	47	1	21	417.71	0.76631	1.1495	2.9592	1.7985
"U1482C"	47	1	30	417.8	0.7807	1.1324	1.9461	1.8096
"U1482C"	47	1	41	417.91	0.72007	1.0156	2.5288	1.8175
"U1482C"	47	1	50	418	0.64986	1.0288	2.7124	1.8259
"U1482C"	47	1	61	418.11	0.62167	1.0029	1.9317	1.8502
"U1482C"	47	1	70	418.2	0.61557	1.1656	1.806	1.8663
"U1482C"	47	1	81	418.31	0.49801	0.96337	1.9855	1.8584
"U1482C"	47	1	90	418.4	0.52791	1.1479	1.5593	1.8513
"U1482C"	47	1	101	418.51	0.54604	1.4818	1.6261	1.8611
"U1482C"	47	1	110	418.6	0.48808	0.91521	1.1966	1.8698
"U1482C"	47	1	121	418.71	0.52909	1.1447	1.6272	1.8483
"U1482C"	47	1	130	418.8	0.5713	0.99716	1.8635	1.8548
"U1482C"	47	1	141	418.91	0.5994	1.4951	1.7644	1.8355
"U1482C"	47	1	150	419	0.5866	1.7667	2.0622	1.7166
"U1482C"	47	2	1	419.01	0.6515	1.369	1.0445	1.8694
"U1482C"	47	2	10	419.1	0.70054	1.3927	2.2696	1.8659
"U1482C"	47	2	21	419.21	0.6457	1.2945	1.6842	1.8524
"U1482C"	47	2	30	419.3	0.6671	1.2981	1.5972	1.849
"U1482C"	47	2	41	419.41	0.5345	1.2736	2.1707	1.8633
"U1482C"	47	2	50	419.5	0.54242	1.5186	2.2333	1.8781
"U1482C"	47	2	61	419.61	0.65352	1.2012	1.8342	1.8802
"U1482C"	47	2	70	419.7	0.69065	1.2537	1.9026	1.8706
"U1482C"	47	2	81	419.81	0.64855	1.2293	2.589	1.8667
"U1482C"	47	2	90	419.9	0.61815	1.2465	2.1859	1.8761
"U1482C"	47	2	101	420.01	0.67692	1.4894	3.0506	1.8812
"U1482C"	47	2	110	420.1	0.69649	1.3373	2.3655	1.8742
"U1482C"	47	2	121	420.21	0.7672	1.1288	1.5471	1.8553
"U1482C"	47	2	130	420.3	0.72768	1.3193	1.9355	1.8566
"U1482C"	47	2	141	420.41	0.7316	1.3348	2.0841	1.8332
"U1482C"	47	2	150	420.5	0.64865	1.4942	2.3213	1.8391
"U1482C"	47	3	1	420.51	0.52476	0.75105	1.7419	1.8515
"U1482C"	47	3	10	420.6	0.65898	0.90198	2.2518	1.8456
"U1482C"	47	3	21	420.71	0.6705	1.3069	2.7458	1.8348
"U1482C"	47	3	30	420.8	0.70354	1.1961	1.4553	1.8342
"U1482C"	47	3	41	420.91	0.58592	1.3569	2.2748	1.8386
"U1482C"	47	3	50	421	0.55438	1.138	2.7564	1.8468
"U1482C"	47	3	61	421.11	0.62916	0.99795	1.9222	1.8594
"U1482C"	47	3	70	421.2	0.59869	1.165	1.7042	1.8674
"U1482C"	47	3	81	421.31	0.5073	1.0983	1.9072	1.8598
"U1482C"	47	3	90	421.4	0.51693	1.1107	1.9736	1.8609
"U1482C"	47	3	101	421.51	0.54217	1.165	1.3389	1.8743
"U1482C"	47	3	110	421.6	0.54729	1.2073	1.5035	1.8747
"U1482C"	47	3	121	421.71	0.47302	1.2791	1.2402	1.8719
"U1482C"	47	3	130	421.8	0.52033	1.3938	1.4733	1.8803
"U1482C"	47	3	141	421.91	0.4959	1.6297	1.6051	1.8797
"U1482C"	47	3	150	422	0.61143	1.1564	0.99622	1.8386
"U1482C"	47	4	1	422.01	0.37626	0.54146	0.29525	1.872
"U1482C"	47	4	10	422.1	0.48446	1.2298	1.4391	1.8472
"U1482C"	47	4	21	422.21	0.52603	1.2051	1.7384	1.8355
"U1482C"	47	4	30	422.3	0.65066	1.2798	1.6408	1.8432
"U1482C"	47	4	41	422.41	0.55275	1.2671	1.6212	1.857
"U1482C"	47	4	50	422.5	0.54742	1.4022	1.4649	1.8749
"U1482C"	48	1	1	422.51	0.66694	0.82472	2.3767	1.7318
"U1482C"	48	1	10	422.6	0.67738	1.4175	2.2209	1.8003
"U1482C"	47	4	61	422.61	0.71879	1.5385	1.691	1.8539
"U1482C"	47	4	70	422.7	0.66682	1.6442	1.5557	1.7229
"U1482C"	48	1	21	422.71	0.66117	1.4352	2.309	1.8435
"U1482C"	48	1	30	422.8	0.695	1.5375	2.1263	1.8567
"U1482C"	47	4	81	422.81	0.54737	1.0385	2.7264	1.7987
"U1482C"	47	4	90	422.9	0.6028	1.0104	2.6094	1.8728
"U1482C"	48	1	41	422.91	0.56459	1.2629	1.6899	1.863
"U1482C"	48	1	50	423	0.53888	1.2887	2.3206	1.8668
"U1482C"	47	4	101	423.01	0.62358	1.3038	1.4395	1.878
"U1482C"	47	4	110	423.1	0.56749	1.3039	1.6443	1.8714
"U1482C"	48	1	61	423.11	0.60584	1.1335	1.8189	1.8615
"U1482C"	48	1	70	423.2	0.57962	1.2487	1.7774	1.8611
"U1482C"	47	4	121	423.21	0.66252	1.2606	1.6423	1.8496
"U1482C"	47	4	130	423.3	0.76723	1.3077	1.5594	1.7697
"U1482C"	48	1	81	423.31	0.46563	0.88903	1.2769	1.8828
"U1482C"	48	1	90	423.4	0.46627	1.0368	1.1168	1.8812
"U1482C"	48	1	101	423.51	0.48009	1.1225	1.0565	1.8863
"U1482C"	48	1	110	423.6	0.48278	1.1704	1.6569	1.8961
"U1482C"	48	1	121	423.71	0.48581	0.94851	1.0096	1.8918
"U1482C"	48	1	130	423.8	0.48151	0.9857	1.3511	1.8981
"U1482C"	48	1	141	423.91	0.5461	0.94203	1.3918	1.9088
"U1482C"	48	1	150	424	0.3646	0.91655	1.3177	1.9117
"U1482C"	48	2	1	424.01	0.49432	1.1002	1.7149	1.8808
"U1482C"	48	2	10	424.1	0.55772	1.3464	1.5833	1.8781
"U1482C"	48	2	21	424.21	0.59506	1.3079	1.2054	1.8809
"U1482C"	48	2	30	424.3	0.57396	1.0071	1.7119	1.8912
"U1482C"	48	2	41	424.41	0.56119	1.2385	2.2939	1.8834
"U1482C"	48	2	50	424.5	0.55966	1.2418	1.929	1.8884
"U1482C"	48	2	61	424.61	0.62151	1.3814	1.5212	1.8958
"U1482C"	48	2	70	424.7	0.6766	1.1682	1.5589	1.8804
"U1482C"	48	2	81	424.81	0.57382	1.1426	2.0087	1.8725
"U1482C"	48	2	90	424.9	0.65055	0.95422	1.7622	1.8814
"U1482C"	48	2	101	425.01	0.75685	1.6197	2.0908	1.8799
"U1482C"	48	2	110	425.1	0.77093	1.5979	2.264	1.8726
"U1482C"	48	2	121	425.21	0.76184	1.1898	2.4174	1.8684
"U1482C"	48	2	130	425.3	0.74276	1.0797	2.1764	1.8717
"U1482C"	48	2	141	425.41	0.66258	1.0768	3.0119	1.8684
"U1482C"	48	3	1	425.51	0.62676	0.69475	2.5105	1.893
"U1482C"	48	3	10	425.6	0.72132	1.072	2.9239	1.8796
"U1482C"	48	3	21	425.71	0.76379	1.2224	2.3262	1.8603
"U1482C"	48	3	30	425.8	0.77876	1.2149	2.7638	1.8397
"U1482C"	48	3	41	425.91	0.69362	1.3565	2.5365	1.8391
"U1482C"	48	3	50	426	0.63151	1.2864	3.1809	1.8387
"U1482C"	48	3	61	426.11	0.65298	1.5014	1.9732	1.8431
"U1482C"	48	3	70	426.2	0.70317	1.3937	1.8744	1.8652
"U1482C"	48	3	81	426.31	0.55288	1.3212	1.8213	1.8691
"U1482C"	48	3	90	426.4	0.52701	1.1961	1.3499	1.874
"U1482C"	48	3	101	426.51	0.59152	1.4198	1.392	1.8957
"U1482C"	48	3	110	426.6	0.58383	1.2357	1.3581	1.8853
"U1482C"	48	3	121	426.71	0.61671	1.307	1.7448	1.881
"U1482C"	48	3	130	426.8	0.65829	1.0965	1.9093	1.8821
"U1482C"	48	3	141	426.91	0.61166	1.0129	1.2009	1.8504
"U1482C"	48	3	150	427	0.57987	1.2327	2.3268	1.7249
"U1482C"	48	4	1	427.01	0.56302	1.2184	1.4417	1.884
"U1482C"	48	4	10	427.1	0.67598	1.4313	2.5867	1.8808
"U1482C"	48	4	21	427.21	0.70554	1.3466	1.8176	1.8728
"U1482C"	48	4	30	427.3	0.72531	1.2405	2.0943	1.8851
"U1482C"	48	4	41	427.41	0.66772	1.2787	1.9236	1.8876
"U1482C"	48	4	50	427.5	0.71769	1.2604	2.2351	1.8766
"U1482C"	48	4	61	427.61	0.70905	1.2156	2.5081	1.8754
"U1482C"	48	4	70	427.7	0.84751	1.2845	2.3125	1.8918
"U1482C"	48	4	81	427.81	0.67729	1.0904	2.8311	1.9088
"U1482C"	48	4	90	427.9	0.66061	1.2921	1.9551	1.915
"U1482C"	48	4	101	428.01	0.69205	1.2242	2.1391	1.928
"U1482C"	48	4	110	428.1	0.64289	1.2435	2.5671	1.8926
"U1482C"	48	4	121	428.21	0.68948	1.4533	2.4747	1.6023
"U1482C"	48	5	1	428.22	0.46957	1.573	1.4367	1.8906
"U1482C"	48	5	10	428.31	0.64842	1.4524	1.7859	1.8857
"U1482C"	48	5	21	428.42	0.69643	1.4207	1.8894	1.8768
"U1482C"	48	5	30	428.51	0.66564	1.2471	1.2609	1.8915
"U1482C"	49	1	1	428.51	0.66732	1.0013	2.6451	1.6523
"U1482C"	49	1	10	428.6	0.86525	1.417	2.8589	1.7845
"U1482C"	48	5	41	428.62	0.5589	1.2565	2.6301	1.9048
"U1482C"	48	5	50	428.71	0.57268	1.2641	1.8778	1.9032
"U1482C"	49	1	21	428.71	0.92324	1.1364	3.5466	1.8011
"U1482C"	49	1	30	428.8	0.91262	1.4966	2.994	1.7695
"U1482C"	48	5	61	428.82	0.70302	1.6076	2.1167	1.9051
"U1482C"	48	5	70	428.91	0.67604	1.1599	1.8843	1.9175
"U1482C"	49	1	41	428.91	0.73735	1.4685	3.0503	1.8232
"U1482C"	49	1	50	429	0.71899	1.2748	2.4133	1.8237
"U1482C"	49	1	61	429.11	0.74313	1.3549	1.9602	1.8234
"U1482C"	49	1	70	429.2	0.77401	1.1317	2.1865	1.8286
"U1482C"	49	1	81	429.31	0.54711	1.0963	1.9797	1.8278
"U1482C"	49	1	90	429.4	0.58397	0.9309	1.8742	1.8452
"U1482C"	49	1	101	429.51	0.53039	1.3573	1.8265	1.8691
"U1482C"	49	1	110	429.6	0.47746	1.1565	1.5177	1.8998
"U1482C"	49	1	121	429.71	0.5178	0.88201	1.4462	1.9373
"U1482C"	49	1	130	429.8	0.46864	1.31	1.2399	1.9024
