"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1482C"	11	6	61	95.59	1.4336	2.2117	3.5992	1.673
"U1482C"	11	6	70	95.68	1.3672	2.0882	2.8256	1.6815
"U1482C"	11	6	81	95.79	1.1858	1.7662	2.9126	1.6838
"U1482C"	11	6	90	95.88	1.2876	1.8735	4.9709	1.6728
"U1482C"	11	6	101	95.99	1.4841	1.6696	3.9899	1.665
"U1482C"	11	6	110	96.08	1.3146	2.2122	3.2114	1.6621
"U1482C"	11	6	121	96.19	1.2607	1.7825	3.3079	1.6557
"U1482C"	11	6	130	96.28	1.2475	1.5395	2.4525	1.656
"U1482C"	11	6	141	96.39	1.1012	1.5887	2.1504	1.6686
"U1482C"	11	7	1	96.41	0.85435	1.2741	2.7478	1.6832
"U1482C"	11	7	10	96.5	0.88987	1.4136	2.3426	1.6731
"U1482C"	11	7	21	96.61	0.90381	1.8196	2.0811	1.6698
"U1482C"	11	7	30	96.7	0.92598	2.0603	2.228	1.6763
"U1482C"	11	7	41	96.81	0.85919	1.5843	3.2748	1.6771
"U1482C"	11	7	50	96.9	0.85044	1.841	2.3046	1.6704
"U1482C"	11	7	61	97.01	1.0008	1.9102	1.9515	1.6707
"U1482C"	11	7	70	97.1	0.95622	2.1739	1.7889	1.6737
"U1482C"	11	7	81	97.21	0.91488	1.8195	3.3076	1.6771
"U1482C"	11	7	90	97.3	0.86556	1.8045	2.7087	1.6723
"U1482C"	11	7	101	97.41	1.035	1.8603	2.6393	1.6605
"U1482C"	12	1	1	97.41	0.925	1.6526	2.6616	1.5943
"U1482C"	11	7	110	97.5	0.90406	1.6834	2.7817	1.6416
"U1482C"	12	1	10	97.5	0.99045	1.4186	2.7148	1.6179
"U1482C"	11	7	121	97.61	0.91152	1.7658	2.6004	1.489
"U1482C"	12	1	21	97.61	1.141	1.8267	2.3616	1.6519
"U1482C"	12	1	30	97.7	1.1788	1.9853	3.4341	1.6668
"U1482C"	12	1	41	97.81	0.85647	1.6637	3.5513	1.6824
"U1482C"	12	1	50	97.9	0.80904	1.5134	2.5732	1.6836
"U1482C"	12	1	61	98.01	0.82611	1.8176	2.0599	1.6742
"U1482C"	12	1	70	98.1	1.0064	1.7135	1.9484	1.6656
"U1482C"	12	1	81	98.21	1.0489	1.7577	3.8177	1.6588
"U1482C"	12	1	90	98.3	1.2023	1.653	2.3828	1.6612
"U1482C"	12	1	101	98.41	1.191	2.2191	3.2417	1.6707
"U1482C"	12	1	110	98.5	1.0796	1.893	2.2469	1.6857
"U1482C"	12	1	121	98.61	1.0711	1.9142	2.5142	1.6873
"U1482C"	12	1	130	98.7	0.8647	1.8534	1.9609	1.6769
"U1482C"	12	1	141	98.81	0.95263	1.6269	1.6782	1.6475
"U1482C"	12	2	1	98.82	0.94261	1.5601	3.1608	1.6646
"U1482C"	12	2	10	98.91	1.1478	2.0377	2.9426	1.6534
"U1482C"	12	2	21	99.02	1.1692	1.9595	3.1282	1.6559
"U1482C"	12	2	30	99.11	1.1048	1.9624	3.0961	1.6652
"U1482C"	12	2	41	99.22	0.88764	2.1872	2.8773	1.6692
"U1482C"	12	2	50	99.31	0.87471	2.0751	2.019	1.6676
"U1482C"	12	2	61	99.42	1.0058	2.4856	1.9925	1.6679
"U1482C"	12	2	70	99.51	0.99337	2.3899	2.5019	1.6733
"U1482C"	12	2	81	99.62	0.91277	1.8415	2.8798	1.6781
"U1482C"	12	2	90	99.71	0.85407	1.6001	1.9312	1.6797
"U1482C"	12	2	101	99.82	0.99221	1.9184	2.1868	1.6793
"U1482C"	12	2	110	99.91	0.85255	1.7348	2.4943	1.6739
"U1482C"	12	2	121	100.02	0.97496	2.0113	2.705	1.6697
"U1482C"	12	2	130	100.11	0.89444	1.3368	2.085	1.6715
"U1482C"	12	2	141	100.22	0.67538	1.6048	1.6796	1.6778
"U1482C"	12	3	1	100.24	0.52803	0.70664	1.7463	1.7011
"U1482C"	12	3	10	100.33	0.69313	1.355	2.0813	1.6938
"U1482C"	12	3	21	100.44	0.73025	1.0899	2.058	1.6886
"U1482C"	12	3	30	100.53	0.64438	1.2385	1.9371	1.6713
"U1482C"	12	3	41	100.64	0.75778	1.3958	1.6925	1.6566
"U1482C"	12	3	50	100.73	0.93943	1.5975	2.8618	1.6583
"U1482C"	12	3	61	100.84	1.1345	1.7317	3.024	1.6592
"U1482C"	12	3	70	100.93	1.0617	1.6138	3.0828	1.6633
"U1482C"	12	3	81	101.04	1.0027	1.6006	3.8634	1.6762
"U1482C"	12	3	90	101.13	0.96151	1.4782	2.939	1.6871
"U1482C"	12	3	101	101.24	1.086	1.5823	2.2915	1.6871
"U1482C"	12	3	110	101.33	0.96755	1.5149	2.4031	1.6836
"U1482C"	12	3	121	101.44	0.96523	1.3423	2.9474	1.672
"U1482C"	12	3	130	101.53	1.0982	1.705	2.6527	1.6668
"U1482C"	12	3	141	101.64	1.107	1.7386	3.9961	1.6688
"U1482C"	12	4	1	101.66	1.2414	0.90309	3.695	1.665
"U1482C"	12	4	10	101.75	1.3092	1.4971	3.8855	1.6578
"U1482C"	12	4	21	101.86	1.2579	1.6626	4.1756	1.6659
"U1482C"	12	4	30	101.95	1.1664	1.6035	2.862	1.6773
"U1482C"	12	4	41	102.06	0.95158	1.473	2.4075	1.68
"U1482C"	12	4	50	102.15	0.92378	1.6809	2.9609	1.6727
"U1482C"	12	4	61	102.26	1.2672	1.9781	2.5582	1.6669
"U1482C"	12	4	70	102.35	1.4466	2.0589	2.3876	1.6745
"U1482C"	12	4	81	102.46	1.3342	1.8711	4.2468	1.693
"U1482C"	12	4	90	102.55	1.1489	1.7518	4.5122	1.7004
"U1482C"	12	4	101	102.66	1.1769	1.9694	2.9333	1.7143
"U1482C"	12	4	110	102.75	1.3283	1.9534	3.5457	1.724
"U1482C"	12	4	121	102.86	1.0996	1.6611	3.4532	1.7251
"U1482C"	12	4	130	102.95	1.0574	1.6642	2.7386	1.7147
"U1482C"	12	4	141	103.06	0.88674	1.3384	1.6931	1.7191
"U1482C"	12	5	1	103.07	0.91685	1.6164	1.8973	1.6999
"U1482C"	12	5	10	103.16	1.1838	1.5895	3.0588	1.6937
"U1482C"	12	5	21	103.27	1.2137	1.3379	3.0333	1.6843
"U1482C"	12	5	30	103.36	1.1022	1.7286	2.9294	1.6873
"U1482C"	12	5	41	103.47	0.99795	1.7458	3.116	1.6962
"U1482C"	12	5	50	103.56	1.1353	1.9366	3.1296	1.6926
"U1482C"	12	5	61	103.67	1.2999	2.0117	2.7802	1.6918
"U1482C"	12	5	70	103.76	1.283	2.1776	2.6102	1.7001
"U1482C"	12	5	81	103.87	1.1058	1.7596	2.673	1.7011
"U1482C"	12	5	90	103.96	1.1851	1.7379	3.2264	1.6918
"U1482C"	12	5	101	104.07	1.3204	1.807	3.3292	1.685
"U1482C"	12	5	110	104.16	1.2915	1.9928	3.3717	1.6789
"U1482C"	12	5	121	104.27	1.1865	1.8497	2.8166	1.6767
"U1482C"	12	5	130	104.36	1.0597	1.6649	2.2644	1.6663
"U1482C"	12	5	141	104.47	0.94666	1.455	2.1304	1.5638
"U1482C"	12	6	1	104.49	0.70268	0.53897	1.4142	1.7407
"U1482C"	12	6	10	104.58	0.89833	1.4774	2.3821	1.7116
"U1482C"	12	6	21	104.69	1.0683	1.2929	2.5351	1.679
"U1482C"	12	6	30	104.78	1.1798	1.3485	2.8273	1.6728
"U1482C"	12	6	41	104.89	1.054	2.0389	3.3689	1.6712
"U1482C"	12	6	50	104.98	1.0069	1.7743	2.6671	1.676
"U1482C"	12	6	61	105.09	1.1198	1.8929	2.4549	1.686
"U1482C"	12	6	70	105.18	1.0806	1.6373	2.2156	1.6913
"U1482C"	12	6	81	105.29	0.89072	1.4031	2.8159	1.6908
"U1482C"	12	6	90	105.38	0.92502	1.4346	2.3502	1.6842
"U1482C"	12	6	101	105.49	0.96995	1.6831	2.3041	1.6779
"U1482C"	12	6	110	105.58	1.0307	1.642	2.6479	1.6743
"U1482C"	12	6	121	105.69	1.0596	1.679	2.6248	1.6685
"U1482C"	12	6	130	105.78	1.0976	1.6347	3.4116	1.6648
"U1482C"	12	6	141	105.89	1.1065	1.8673	3.3079	1.677
"U1482C"	12	7	1	105.93	0.92632	1.0772	2.1827	1.7108
"U1482C"	12	7	10	106.02	0.93091	1.1598	2.031	1.697
"U1482C"	12	7	21	106.13	0.92155	1.4908	2.3253	1.6778
"U1482C"	12	7	30	106.22	0.9267	1.5249	2.8339	1.6689
"U1482C"	12	7	41	106.33	0.79211	1.367	3.139	1.6618
"U1482C"	12	7	50	106.42	0.89734	1.5501	2.9893	1.6568
"U1482C"	12	7	61	106.53	0.98799	1.5794	1.9662	1.6582
"U1482C"	12	7	70	106.62	0.92772	1.8163	2.4017	1.6647
"U1482C"	12	7	81	106.73	0.90591	1.5333	2.8446	1.6738
"U1482C"	12	7	90	106.82	0.80932	1.5561	2.4875	1.6774
"U1482C"	13	1	1	106.91	0.66351	1.2176	3.0374	1.6065
"U1482C"	12	7	101	106.93	0.86582	1.8811	1.972	1.6657
"U1482C"	13	1	10	107	0.87808	1.1036	2.1839	1.6143
"U1482C"	12	7	110	107.02	0.89405	1.5756	2.3868	1.6117
"U1482C"	13	1	21	107.11	1.0582	1.3079	2.762	1.644
"U1482C"	13	1	30	107.2	1.0223	1.686	2.3659	1.6687
"U1482C"	13	1	41	107.31	0.96398	1.5507	3.0746	1.6742
"U1482C"	13	1	50	107.4	0.98252	1.3002	2.211	1.6788
"U1482C"	13	1	61	107.51	1.1255	1.8437	2.7171	1.685
"U1482C"	13	1	70	107.6	1.0157	1.7024	2.1444	1.6889
"U1482C"	13	1	81	107.71	0.89965	1.3661	2.5794	1.6798
"U1482C"	13	1	90	107.8	0.91975	1.4315	2.1935	1.6743
"U1482C"	13	1	101	107.91	0.91213	1.8539	2.3037	1.6781
"U1482C"	13	1	110	108	0.94244	1.727	2.5598	1.6815
"U1482C"	13	1	121	108.11	0.9582	1.5233	2.6816	1.6843
"U1482C"	13	1	130	108.2	0.84432	1.6977	2.4926	1.6871
"U1482C"	13	1	141	108.31	0.74626	1.7087	2.0377	1.6979
"U1482C"	13	2	1	108.33	0.63403	1.8405	2.3495	1.6978
"U1482C"	13	2	10	108.42	0.93479	1.9677	2.954	1.7004
"U1482C"	13	2	21	108.53	0.93619	2.1188	1.922	1.6971
"U1482C"	13	2	30	108.62	1.0536	1.9773	2.26	1.684
"U1482C"	13	2	41	108.73	0.99683	2.016	2.9997	1.6701
"U1482C"	13	2	50	108.82	0.94288	2.0166	2.5593	1.6657
"U1482C"	13	2	61	108.93	1.177	1.862	3.1202	1.6684
"U1482C"	13	2	70	109.02	1.2026	2.1895	2.9928	1.6714
"U1482C"	13	2	81	109.13	1.0105	1.8467	2.9307	1.6734
"U1482C"	13	2	90	109.22	1.0342	1.8093	3.1442	1.6678
"U1482C"	13	2	101	109.33	1.1753	2.1473	2.7101	1.6648
"U1482C"	13	2	110	109.42	1.274	2.2716	3.124	1.6672
"U1482C"	13	2	121	109.53	1.1552	1.8226	2.9164	1.6663
"U1482C"	13	2	130	109.62	1.0408	1.7571	3.4909	1.6635
"U1482C"	13	2	141	109.73	1.1609	1.7382	3.5887	1.6239
"U1482C"	13	3	1	109.75	0.92889	1.2781	2.3773	1.6779
"U1482C"	13	3	10	109.84	1.0663	1.7313	1.774	1.6763
"U1482C"	13	3	21	109.95	1.1041	2.1083	3.0903	1.6762
"U1482C"	13	3	30	110.04	1.2165	2.0511	3.2077	1.6737
"U1482C"	13	3	41	110.15	0.97833	1.8699	3.2879	1.6705
"U1482C"	13	3	50	110.24	1.1059	1.9107	3.1249	1.6731
"U1482C"	13	3	61	110.35	1.2043	2.2128	2.4984	1.6818
"U1482C"	13	3	70	110.44	1.2563	2.5489	2.7682	1.6937
"U1482C"	13	3	81	110.55	1.2098	2.1155	3.2223	1.6993
"U1482C"	13	3	90	110.64	1.2604	1.9916	3.1441	1.6906
"U1482C"	13	3	101	110.75	1.2852	1.8894	2.8749	1.6817
"U1482C"	13	3	110	110.84	1.3617	2.0205	3.7975	1.6777
"U1482C"	13	3	121	110.95	1.2881	1.9205	2.6626	1.6706
"U1482C"	13	3	130	111.04	1.3677	1.6613	3.717	1.662
"U1482C"	13	3	141	111.15	1.1173	1.7141	3.8453	1.5914
"U1482C"	13	4	1	111.17	0.95104	1.4394	1.2239	1.6994
"U1482C"	13	4	10	111.26	0.95581	1.8378	2.7798	1.6935
"U1482C"	13	4	21	111.37	0.97245	1.8196	2.1373	1.6924
"U1482C"	13	4	30	111.46	0.88781	1.5663	1.8729	1.6907
"U1482C"	13	4	41	111.57	0.76925	1.8551	2.59	1.6947
"U1482C"	13	4	50	111.66	0.79922	1.9702	2.3529	1.6947
"U1482C"	13	4	61	111.77	0.94672	1.8954	2.4789	1.695
"U1482C"	13	4	70	111.86	0.91892	2.0418	2.4641	1.699
"U1482C"	13	4	81	111.97	0.79495	1.6948	2.6367	1.6974
"U1482C"	13	4	90	112.06	0.88107	1.6541	2.5455	1.6953
"U1482C"	13	4	101	112.17	0.94749	1.5104	2.3961	1.6943
"U1482C"	13	4	110	112.26	0.99801	1.6081	2.8045	1.6959
"U1482C"	13	4	121	112.37	0.92229	1.6369	2.8615	1.6982
"U1482C"	13	4	130	112.46	0.96719	1.2048	3.5544	1.6963
"U1482C"	13	4	141	112.57	0.94109	1.6626	1.8863	1.6977
"U1482C"	13	5	1	112.59	0.96705	1.1259	3.2375	1.7038
"U1482C"	13	5	10	112.68	1.1012	1.4764	2.9137	1.6968
"U1482C"	13	5	21	112.79	1.0059	1.5193	2.7756	1.6871
"U1482C"	13	5	30	112.88	0.98415	1.5206	3.3085	1.6871
"U1482C"	13	5	41	112.99	0.88403	1.6171	2.3072	1.6933
"U1482C"	13	5	50	113.08	0.80515	1.6646	2.5466	1.7012
"U1482C"	13	5	61	113.19	1.0825	1.6203	2.22	1.6948
"U1482C"	13	5	70	113.28	1.0955	1.6522	2.3674	1.6888
"U1482C"	13	5	81	113.39	0.98267	1.7427	2.9118	1.6842
"U1482C"	13	5	90	113.48	1.0352	1.4466	3.1571	1.6836
"U1482C"	13	5	101	113.59	1.2677	2.2261	3.1754	1.6853
"U1482C"	13	5	110	113.68	1.2403	1.7573	3.6929	1.6902
"U1482C"	13	5	121	113.79	1.0056	1.5931	3.0357	1.6912
"U1482C"	13	5	130	113.88	0.91988	1.4987	2.1952	1.686
"U1482C"	13	5	141	113.99	0.84823	1.5522	2.0583	1.6809
"U1482C"	13	6	1	114.01	0.80417	0.95274	2.6505	1.697
"U1482C"	13	6	10	114.1	1.1293	1.5826	3.4462	1.6862
"U1482C"	13	6	21	114.21	1.2215	1.4946	3.8169	1.6736
"U1482C"	13	6	30	114.3	1.321	1.5524	3.0279	1.6793
"U1482C"	13	6	41	114.41	1.0919	1.8483	2.9236	1.69
"U1482C"	13	6	50	114.5	0.99309	1.9138	2.2756	1.6916
"U1482C"	13	6	61	114.61	1.1154	1.7879	1.595	1.6901
"U1482C"	13	6	70	114.7	1.2733	2.0309	2.7619	1.6976
"U1482C"	13	6	81	114.81	1.1881	1.4584	3.8783	1.7065
"U1482C"	13	6	90	114.9	1.0786	1.6615	3.8159	1.7112
"U1482C"	13	6	101	115.01	1.1651	1.8813	3.2986	1.7007
"U1482C"	13	6	110	115.1	1.1732	1.7442	2.1262	1.6902
"U1482C"	13	6	121	115.21	1.0947	1.8585	3.5618	1.6918
"U1482C"	13	6	130	115.3	1.1474	1.4618	2.3072	1.6978
"U1482C"	13	6	141	115.41	0.98206	1.4732	3.5901	1.7145
"U1482C"	13	7	1	115.43	0.78698	0.9728	2.1957	1.7007
"U1482C"	13	7	10	115.52	0.7662	1.1841	1.8864	1.7017
"U1482C"	13	7	21	115.63	0.8414	1.2267	2.5839	1.7023
"U1482C"	13	7	30	115.72	0.95608	1.484	3.3234	1.701
"U1482C"	13	7	41	115.83	0.91941	1.6464	2.0547	1.7
"U1482C"	13	7	50	115.92	0.89218	1.5698	2.8718	1.7005
"U1482C"	13	7	61	116.03	1.0178	1.6967	2.61	1.706
"U1482C"	13	7	70	116.12	0.99208	1.9021	3.8744	1.7122
"U1482C"	13	7	81	116.23	0.90503	1.4712	3.3119	1.718
"U1482C"	13	7	90	116.32	0.87118	1.2147	3.2612	1.7175
"U1482C"	14	1	1	116.41	0.6783	1.1649	2.7126	1.5174
"U1482C"	13	7	101	116.43	1.0856	1.8731	2.944	1.7081
"U1482C"	14	1	10	116.5	0.86239	1.7102	2.2203	1.4103
"U1482C"	13	7	110	116.52	1.2007	1.6986	2.4994	1.6939
"U1482C"	14	1	21	116.61	0.81693	1.5935	2.959	1.5826
"U1482C"	13	7	121	116.63	1.2492	1.8293	4.3332	1.6934
"U1482C"	14	1	30	116.7	0.82857	1.2436	2.3062	1.6811
"U1482C"	14	1	41	116.81	0.74843	1.5978	2.4182	1.701
"U1482C"	14	1	50	116.9	0.81193	1.3841	1.9703	1.7089
"U1482C"	14	1	61	117.01	0.8547	1.2835	2.5671	1.7101
"U1482C"	14	1	70	117.1	0.95857	1.6119	2.1613	1.7048
"U1482C"	14	1	81	117.21	0.76249	1.4564	2.0498	1.6956
"U1482C"	14	1	90	117.3	0.75016	1.1749	2.5064	1.6932
"U1482C"	14	1	101	117.41	0.86339	1.6261	2.2795	1.696
"U1482C"	14	1	110	117.5	0.7716	1.3538	2.6261	1.6882
"U1482C"	14	1	121	117.61	0.70447	1.0691	2.2414	1.6785
"U1482C"	14	1	130	117.7	0.7629	1.0294	2.3674	1.6706
"U1482C"	14	1	141	117.81	0.85616	1.4299	3.282	1.6423
"U1482C"	14	2	1	117.83	0.67753	1.365	2.2207	1.6816
"U1482C"	14	2	10	117.92	0.77648	0.97504	1.7196	1.6834
"U1482C"	14	2	21	118.03	0.83993	1.0634	2.5161	1.6917
"U1482C"	14	2	30	118.12	0.75413	0.88139	2.4589	1.6922
"U1482C"	14	2	41	118.23	0.72917	1.0102	1.8666	1.6867
"U1482C"	14	2	50	118.32	0.70217	1.3305	1.8741	1.6863
"U1482C"	14	2	61	118.43	0.89022	1.4626	2.0789	1.6891
"U1482C"	14	2	70	118.52	0.84381	1.1591	2.7678	1.6939
"U1482C"	14	2	81	118.63	0.72093	1.3092	2.0944	1.6935
"U1482C"	14	2	90	118.72	0.75172	1.1706	2.4369	1.6829
"U1482C"	14	2	101	118.83	0.69951	1.0272	1.8848	1.6742
"U1482C"	14	2	110	118.92	0.69545	1.4277	2.2185	1.6782
"U1482C"	14	2	121	119.03	0.74865	1.3228	1.9121	1.6805
"U1482C"	14	2	130	119.12	0.77816	1.4605	2.3479	1.6845
"U1482C"	14	2	141	119.23	0.77274	1.391	2.0696	1.6883
"U1482C"	14	3	1	119.25	0.75738	0.94828	2.9367	1.705
"U1482C"	14	3	10	119.34	0.82393	1.4765	2.7281	1.6967
"U1482C"	14	3	21	119.45	0.88422	1.1129	2.7278	1.6907
"U1482C"	14	3	30	119.54	0.8401	1.26	3.2573	1.6919
"U1482C"	14	3	41	119.65	0.65983	1.1064	2.1936	1.6866
"U1482C"	14	3	50	119.74	0.70303	1.296	2.4085	1.6842
"U1482C"	14	3	61	119.85	0.79704	1.3676	2.4228	1.6824
"U1482C"	14	3	70	119.94	0.68197	1.2914	1.6283	1.6846
"U1482C"	14	3	81	120.05	0.67627	1.2707	2.4035	1.6838
"U1482C"	14	3	90	120.14	0.619	1.0669	2.5646	1.6827
"U1482C"	14	3	101	120.25	0.67517	1.4528	1.4891	1.6854
"U1482C"	14	3	110	120.34	0.70491	1.2893	1.7857	1.687
"U1482C"	14	3	121	120.45	0.66565	1.3202	1.664	1.6838
"U1482C"	14	3	130	120.54	0.75219	1.0523	1.871	1.6783
"U1482C"	14	3	141	120.65	0.59259	1.1102	1.7243	1.688
"U1482C"	14	4	1	120.66	0.68037	0.80421	1.4633	1.6823
"U1482C"	14	4	10	120.75	0.89174	1.0323	2.3323	1.6805
"U1482C"	14	4	21	120.86	0.78022	1.0937	2.7831	1.6826
"U1482C"	14	4	30	120.95	0.86013	1.3015	1.9629	1.6855
"U1482C"	14	4	41	121.06	0.6763	1.1062	1.9072	1.6869
"U1482C"	14	4	50	121.15	0.7227	1.2118	2.7771	1.6841
"U1482C"	14	4	61	121.26	0.76054	1.1207	1.9094	1.6747
"U1482C"	14	4	70	121.35	0.73927	1.4629	2.1616	1.6755
"U1482C"	14	4	81	121.46	0.66074	1.2471	1.724	1.6845
"U1482C"	14	4	90	121.55	0.72198	1.1644	2.6353	1.6917
"U1482C"	14	4	101	121.66	0.79176	1.186	1.4067	1.6922
"U1482C"	14	4	110	121.75	0.83354	1.238	2.8985	1.6855
"U1482C"	14	4	121	121.86	0.85477	1.4493	2.6043	1.6816
"U1482C"	14	4	130	121.95	0.91876	1.1018	2.9594	1.6869
"U1482C"	14	4	141	122.06	0.66892	1.4183	3.45	1.6892
"U1482C"	14	5	1	122.07	0.7999	0.95502	3.3334	1.6929
"U1482C"	14	5	10	122.16	0.92053	1.224	3.4968	1.6844
"U1482C"	14	5	21	122.27	0.8899	1.1737	2.6709	1.6735
"U1482C"	14	5	30	122.36	0.79159	0.97989	3.1304	1.6697
"U1482C"	14	5	41	122.47	0.68025	0.87473	2.8353	1.6697
"U1482C"	14	5	50	122.56	0.72752	1.3075	3.0079	1.6694
"U1482C"	14	5	61	122.67	0.84002	1.3779	2.1029	1.6698
"U1482C"	14	5	70	122.76	0.88918	1.257	2.2677	1.6801
"U1482C"	14	5	81	122.87	0.71843	1.2555	2.0581	1.6887
"U1482C"	14	5	90	122.96	0.75352	1.1639	2.5075	1.6925
"U1482C"	14	5	101	123.07	0.83593	1.3583	2.3656	1.6888
"U1482C"	14	5	110	123.16	0.88469	1.267	2.4056	1.6818
"U1482C"	14	5	121	123.27	0.95723	1.5303	2.3453	1.6626
"U1482C"	14	5	130	123.36	1.0196	1.5022	3.1696	1.6685
"U1482C"	14	5	141	123.47	0.7411	1.6195	2.9404	1.6843
"U1482C"	14	6	1	123.49	0.83559	1.0908	2.5114	1.6896
"U1482C"	14	6	10	123.58	0.97441	1.3875	3.2094	1.6879
"U1482C"	14	6	21	123.69	0.89584	1.1212	3.5098	1.6783
"U1482C"	14	6	30	123.78	0.87236	1.1381	2.8141	1.6554
"U1482C"	14	6	41	123.89	0.83221	1.1922	2.5085	1.6673
"U1482C"	14	6	50	123.98	0.7395	1.3715	2.4142	1.6802
"U1482C"	14	6	61	124.09	0.88285	1.3688	2.0889	1.681
"U1482C"	14	6	70	124.18	0.83871	1.5274	2.3882	1.6741
"U1482C"	14	6	81	124.29	0.78226	1.2213	2.4199	1.6724
"U1482C"	14	6	90	124.38	0.79074	1.1741	2.9978	1.6778
"U1482C"	14	6	101	124.49	0.91334	1.4663	3.061	1.685
"U1482C"	14	6	110	124.58	0.90605	1.2647	2.1329	1.6849
"U1482C"	14	6	121	124.69	0.8289	1.4663	3.3075	1.6766
"U1482C"	14	6	130	124.78	0.81273	1.2497	2.1675	1.6538
"U1482C"	14	6	141	124.89	0.94891	1.5356	2.7616	1.5293
"U1482C"	14	7	1	124.91	0.72524	1.1598	1.3087	1.6866
"U1482C"	14	7	10	125	0.95977	1.366	3.5305	1.646
"U1482C"	14	7	21	125.11	1.042	1.4238	3.2302	1.6696
"U1482C"	14	7	30	125.2	1.3887	1.5663	3.1092	1.7039
"U1482C"	14	7	41	125.31	1.0845	1.5259	4.8891	1.7015
"U1482C"	14	7	50	125.4	0.98677	1.4577	4.3526	1.6922
"U1482C"	14	7	61	125.51	1.0713	1.1146	3.6506	1.6838
"U1482C"	14	7	70	125.6	0.92648	1.0412	2.265	1.6821
"U1482C"	14	7	81	125.71	0.73531	0.89211	2.1256	1.7023
"U1482C"	14	7	90	125.8	0.62309	0.85556	2.5879	1.6842
"U1482C"	14	7	101	125.91	0.85102	1.6424	1.5955	1.4718
"U1482C"	15	1	1	125.91	0.87083	1.2026	1.547	1.3444
"U1482C"	15	1	10	126	0.84522	1.2252	3.1578	1.4159
"U1482C"	15	1	21	126.11	0.75732	1.3521	3.1524	1.6207
"U1482C"	15	1	30	126.2	0.98766	1.2231	2.8229	1.6754
"U1482C"	15	1	41	126.31	0.80214	1.4616	2.8604	1.6791
"U1482C"	15	1	50	126.4	0.84363	1.4218	3.4859	1.6778
"U1482C"	15	1	61	126.51	0.94294	1.3412	2.7188	1.6839
"U1482C"	15	1	70	126.6	1.0398	1.6032	2.4435	1.6876
"U1482C"	15	1	81	126.71	0.8547	1.2913	3.754	1.6869
"U1482C"	15	1	90	126.8	0.72619	1.1251	2.6931	1.6819
"U1482C"	15	1	101	126.91	0.7883	1.1322	2.8092	1.6751
"U1482C"	15	1	110	127	0.81048	1.3669	2.6129	1.672
"U1482C"	15	1	121	127.11	0.84826	1.1843	2.569	1.678
"U1482C"	15	1	130	127.2	0.86269	1.4326	3.2219	1.6853
"U1482C"	15	1	141	127.31	0.74392	1.6362	2.8714	1.6966
"U1482C"	15	2	1	127.33	0.94852	1.5412	3.6734	1.7095
"U1482C"	15	2	10	127.42	1.2689	1.4237	3.9042	1.7105
"U1482C"	15	2	21	127.53	1.1642	1.5016	3.6589	1.707
"U1482C"	15	2	30	127.62	0.92716	1.5252	3.4175	1.6957
"U1482C"	15	2	41	127.73	0.77951	1.254	2.9371	1.6822
"U1482C"	15	2	50	127.82	0.66145	1.2549	2.4222	1.6747
"U1482C"	15	2	61	127.93	0.77619	1.2736	1.8358	1.6734
"U1482C"	15	2	70	128.02	0.82992	1.3566	2.1535	1.6817
"U1482C"	15	2	81	128.13	1.0705	1.2085	3.9583	1.6901
"U1482C"	15	2	90	128.22	1.0808	1.5207	3.9038	1.6909
"U1482C"	15	2	101	128.33	1.1856	1.3425	3.353	1.6923
"U1482C"	15	2	110	128.42	1.0548	1.4582	3.7349	1.6885
"U1482C"	15	2	121	128.53	0.85285	1.1686	3.1745	1.6821
"U1482C"	15	2	130	128.62	0.71996	1.3234	2.4907	1.6884
"U1482C"	15	2	141	128.73	0.52799	1.1082	2.7671	1.7141
"U1482C"	15	3	1	128.75	0.6013	1.0023	2.0309	1.6507
"U1482C"	15	3	10	128.84	0.70016	1.0379	1.4209	1.649
"U1482C"	15	3	21	128.95	0.68991	1.3147	2.836	1.6512
"U1482C"	15	3	30	129.04	0.74449	1.2022	2.4313	1.653
"U1482C"	15	3	41	129.15	0.67043	1.2586	2.3119	1.66
"U1482C"	15	3	50	129.24	0.68068	1.1406	2.3538	1.6648
"U1482C"	15	3	61	129.35	0.70205	1.2693	2.3388	1.6624
"U1482C"	15	3	70	129.44	0.65659	1.0962	2.1115	1.6557
"U1482C"	15	3	81	129.55	0.58204	0.83714	1.5419	1.6519
"U1482C"	15	3	90	129.64	0.60501	0.90023	2.0533	1.6494
"U1482C"	15	3	101	129.75	0.68534	1.1506	1.601	1.6483
"U1482C"	15	3	110	129.84	0.68544	1.1603	1.5161	1.6462
"U1482C"	15	3	121	129.95	0.72536	1.3476	2.364	1.6495
"U1482C"	15	3	130	130.04	0.71787	1.4611	2.2812	1.6363
"U1482C"	15	3	141	130.15	0.70642	1.4231	3.2196	1.5835
"U1482C"	15	4	1	130.17	0.75858	1.0288	1.3126	1.6815
"U1482C"	15	4	10	130.26	0.81693	1.0797	2.3448	1.6715
"U1482C"	15	4	21	130.37	0.82107	1.0784	2.3387	1.6682
"U1482C"	15	4	30	130.46	0.76632	1.2896	2.3228	1.669
"U1482C"	15	4	41	130.57	0.69776	1.329	2.5735	1.6788
"U1482C"	15	4	50	130.66	0.74035	1.2135	1.7972	1.6817
