Record,Sample_ID,depth mbsf,age_tuned,tuning target,age model source,benthic d13C VPDB,benthic d18O VPDB,benthic Species,benthic Source,benthic d13C VPDB Corr,benthic d18O VPDB Corr,IsotopeCorrNote,benthic d13C VPDB CorrAdjusted,benthic d18O VPDB CorrAdjusted,benthic_CorrAdjusted_Note,benthic d13C smoothLoess10,benthic d18O smoothLoess10
1264,"208-1264A-21H-4W,104-105",195.34,19.5092,Eccentricity,Liebrand et al. 2016,1.07,1.62,CMUND,Liebrand et al. 2011;2016,1.07,2.26,d18O +0.64‰; d13C +0.00‰,0.57,2.16,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,106-107",195.36,19.5116,Eccentricity,Liebrand et al. 2016,1.08,1.85,CMUND,Liebrand et al. 2011;2016,1.08,2.49,d18O +0.64‰; d13C +0.00‰,0.58,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,108-109",195.38,19.514,Eccentricity,Liebrand et al. 2016,0.91,1.62,CMUND,Liebrand et al. 2011;2016,0.91,2.26,d18O +0.64‰; d13C +0.00‰,0.41,2.16,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,110-111",195.4,19.5164,Eccentricity,Liebrand et al. 2016,0.98,1.57,CMUND,Liebrand et al. 2011;2016,0.98,2.21,d18O +0.64‰; d13C +0.00‰,0.48,2.11,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,112-113",195.42,19.5188,Eccentricity,Liebrand et al. 2016,1.2,1.64,CMUND,Liebrand et al. 2011;2016,1.2,2.28,d18O +0.64‰; d13C +0.00‰,0.7,2.18,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,114-115",195.44,19.5212,Eccentricity,Liebrand et al. 2016,1.08,1.68,CMUND,Liebrand et al. 2011;2016,1.08,2.32,d18O +0.64‰; d13C +0.00‰,0.58,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,116-117",195.46,19.5236,Eccentricity,Liebrand et al. 2016,0.96,1.72,CMUND,Liebrand et al. 2011;2016,0.96,2.36,d18O +0.64‰; d13C +0.00‰,0.46,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,118-119",195.48,19.526,Eccentricity,Liebrand et al. 2016,0.93,1.6,CMUND,Liebrand et al. 2011;2016,0.93,2.24,d18O +0.64‰; d13C +0.00‰,0.43,2.14,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,120-121",195.5,19.5284,Eccentricity,Liebrand et al. 2016,1.14,1.59,CMUND,Liebrand et al. 2011;2016,1.14,2.23,d18O +0.64‰; d13C +0.00‰,0.64,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,122-123",195.52,19.5308,Eccentricity,Liebrand et al. 2016,1,1.46,CMUND,Liebrand et al. 2011;2016,1,2.1,d18O +0.64‰; d13C +0.00‰,0.5,2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,126-127",195.56,19.5355,Eccentricity,Liebrand et al. 2016,0.86,1.41,CMUND,Liebrand et al. 2011;2016,0.86,2.05,d18O +0.64‰; d13C +0.00‰,0.36,1.95,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,128-129",195.58,19.5379,Eccentricity,Liebrand et al. 2016,1.09,1.71,CMUND,Liebrand et al. 2011;2016,1.09,2.35,d18O +0.64‰; d13C +0.00‰,0.59,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,130-131",195.6,19.5403,Eccentricity,Liebrand et al. 2016,0.78,1.47,CMUND,Liebrand et al. 2011;2016,0.78,2.11,d18O +0.64‰; d13C +0.00‰,0.28,2.01,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,132-133",195.62,19.5427,Eccentricity,Liebrand et al. 2016,1.04,1.47,CMUND,Liebrand et al. 2011;2016,1.04,2.11,d18O +0.64‰; d13C +0.00‰,0.54,2.01,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,134-135",195.64,19.5451,Eccentricity,Liebrand et al. 2016,1.04,1.98,CMUND,Liebrand et al. 2011;2016,1.04,2.62,d18O +0.64‰; d13C +0.00‰,0.54,2.52,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,136-137",195.66,19.5475,Eccentricity,Liebrand et al. 2016,1.05,1.67,CMUND,Liebrand et al. 2011;2016,1.05,2.31,d18O +0.64‰; d13C +0.00‰,0.55,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,138-139",195.68,19.5499,Eccentricity,Liebrand et al. 2016,1.39,1.87,CMUND,Liebrand et al. 2011;2016,1.39,2.51,d18O +0.64‰; d13C +0.00‰,0.89,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,140-141",195.7,19.5523,Eccentricity,Liebrand et al. 2016,1.07,1.83,CMUND,Liebrand et al. 2011;2016,1.07,2.47,d18O +0.64‰; d13C +0.00‰,0.57,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,142-143",195.72,19.5547,Eccentricity,Liebrand et al. 2016,1.19,1.71,CMUND,Liebrand et al. 2011;2016,1.19,2.35,d18O +0.64‰; d13C +0.00‰,0.69,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,146-147",195.76,19.5595,Eccentricity,Liebrand et al. 2016,0.99,1.76,CMUND,Liebrand et al. 2011;2016,0.99,2.4,d18O +0.64‰; d13C +0.00‰,0.49,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,148-149",195.78,19.5619,Eccentricity,Liebrand et al. 2016,1.31,1.8,CMUND,Liebrand et al. 2011;2016,1.31,2.44,d18O +0.64‰; d13C +0.00‰,0.81,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,0-1",195.8,19.5643,Eccentricity,Liebrand et al. 2016,1.22,1.78,CMUND,Liebrand et al. 2011;2016,1.22,2.42,d18O +0.64‰; d13C +0.00‰,0.72,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,2-3",195.82,19.5667,Eccentricity,Liebrand et al. 2016,1.25,1.76,CMUND,Liebrand et al. 2011;2016,1.25,2.4,d18O +0.64‰; d13C +0.00‰,0.75,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,4-5",195.84,19.5691,Eccentricity,Liebrand et al. 2016,0.94,1.7,CMUND,Liebrand et al. 2011;2016,0.94,2.34,d18O +0.64‰; d13C +0.00‰,0.44,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,6-7",195.86,19.5715,Eccentricity,Liebrand et al. 2016,1.31,1.85,CMUND,Liebrand et al. 2011;2016,1.31,2.49,d18O +0.64‰; d13C +0.00‰,0.81,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,8-9",195.88,19.5739,Eccentricity,Liebrand et al. 2016,1,1.8,CMUND,Liebrand et al. 2011;2016,1,2.44,d18O +0.64‰; d13C +0.00‰,0.5,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,10-11",195.9,19.5763,Eccentricity,Liebrand et al. 2016,1.18,1.68,CMUND,Liebrand et al. 2011;2016,1.18,2.32,d18O +0.64‰; d13C +0.00‰,0.68,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,12-13",195.92,19.5787,Eccentricity,Liebrand et al. 2016,0.93,2.16,CMUND,Liebrand et al. 2011;2016,0.93,2.8,d18O +0.64‰; d13C +0.00‰,0.43,2.7,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,14-15",195.94,19.5811,Eccentricity,Liebrand et al. 2016,1.1,1.7,CMUND,Liebrand et al. 2011;2016,1.1,2.34,d18O +0.64‰; d13C +0.00‰,0.6,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,16-17",195.96,19.5835,Eccentricity,Liebrand et al. 2016,1.16,2.02,CMUND,Liebrand et al. 2011;2016,1.16,2.66,d18O +0.64‰; d13C +0.00‰,0.66,2.56,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,18-19",195.98,19.5858,Eccentricity,Liebrand et al. 2016,1.22,1.92,CMUND,Liebrand et al. 2011;2016,1.22,2.56,d18O +0.64‰; d13C +0.00‰,0.72,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,20-21",196,19.5882,Eccentricity,Liebrand et al. 2016,1.14,1.88,CMUND,Liebrand et al. 2011;2016,1.14,2.52,d18O +0.64‰; d13C +0.00‰,0.64,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,22-23",196.02,19.5906,Eccentricity,Liebrand et al. 2016,1.06,1.91,CMUND,Liebrand et al. 2011;2016,1.06,2.55,d18O +0.64‰; d13C +0.00‰,0.56,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,24-25",196.04,19.593,Eccentricity,Liebrand et al. 2016,1.25,2.04,CMUND,Liebrand et al. 2011;2016,1.25,2.68,d18O +0.64‰; d13C +0.00‰,0.75,2.58,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,26-27",196.06,19.5954,Eccentricity,Liebrand et al. 2016,0.86,1.7,CMUND,Liebrand et al. 2011;2016,0.86,2.34,d18O +0.64‰; d13C +0.00‰,0.36,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,28-29",196.08,19.5978,Eccentricity,Liebrand et al. 2016,1.17,1.71,CMUND,Liebrand et al. 2011;2016,1.17,2.35,d18O +0.64‰; d13C +0.00‰,0.67,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,30-31",196.1,19.6002,Eccentricity,Liebrand et al. 2016,1.11,1.59,CMUND,Liebrand et al. 2011;2016,1.11,2.23,d18O +0.64‰; d13C +0.00‰,0.61,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,32-33",196.12,19.6026,Eccentricity,Liebrand et al. 2016,1.02,1.61,CMUND,Liebrand et al. 2011;2016,1.02,2.25,d18O +0.64‰; d13C +0.00‰,0.52,2.15,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,34-35",196.14,19.605,Eccentricity,Liebrand et al. 2016,1.24,1.74,CMUND,Liebrand et al. 2011;2016,1.24,2.38,d18O +0.64‰; d13C +0.00‰,0.74,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,36-37",196.16,19.6074,Eccentricity,Liebrand et al. 2016,1.14,1.74,CMUND,Liebrand et al. 2011;2016,1.14,2.38,d18O +0.64‰; d13C +0.00‰,0.64,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,38-39",196.18,19.6098,Eccentricity,Liebrand et al. 2016,1.13,1.88,CMUND,Liebrand et al. 2011;2016,1.13,2.52,d18O +0.64‰; d13C +0.00‰,0.63,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,40-41",196.2,19.6122,Eccentricity,Liebrand et al. 2016,1.1,1.69,CMUND,Liebrand et al. 2011;2016,1.1,2.33,d18O +0.64‰; d13C +0.00‰,0.6,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,42-43",196.22,19.6146,Eccentricity,Liebrand et al. 2016,1.12,1.65,CMUND,Liebrand et al. 2011;2016,1.12,2.29,d18O +0.64‰; d13C +0.00‰,0.62,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,44-45",196.24,19.617,Eccentricity,Liebrand et al. 2016,1.1,1.72,CMUND,Liebrand et al. 2011;2016,1.1,2.36,d18O +0.64‰; d13C +0.00‰,0.6,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,46-47",196.26,19.6194,Eccentricity,Liebrand et al. 2016,1.17,1.68,CMUND,Liebrand et al. 2011;2016,1.17,2.32,d18O +0.64‰; d13C +0.00‰,0.67,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,48-49",196.28,19.6218,Eccentricity,Liebrand et al. 2016,1.28,1.72,CMUND,Liebrand et al. 2011;2016,1.28,2.36,d18O +0.64‰; d13C +0.00‰,0.78,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,50-51",196.3,19.6242,Eccentricity,Liebrand et al. 2016,0.98,1.51,CMUND,Liebrand et al. 2011;2016,0.98,2.15,d18O +0.64‰; d13C +0.00‰,0.48,2.05,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,52-53",196.32,19.6266,Eccentricity,Liebrand et al. 2016,0.91,1.5,CMUND,Liebrand et al. 2011;2016,0.91,2.14,d18O +0.64‰; d13C +0.00‰,0.41,2.04,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,54-55",196.34,19.629,Eccentricity,Liebrand et al. 2016,0.84,1.43,CMUND,Liebrand et al. 2011;2016,0.84,2.07,d18O +0.64‰; d13C +0.00‰,0.34,1.97,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,56-57",196.36,19.6314,Eccentricity,Liebrand et al. 2016,0.87,1.31,CMUND,Liebrand et al. 2011;2016,0.87,1.95,d18O +0.64‰; d13C +0.00‰,0.37,1.85,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,58-59",196.38,19.6338,Eccentricity,Liebrand et al. 2016,0.86,1.33,CMUND,Liebrand et al. 2011;2016,0.86,1.97,d18O +0.64‰; d13C +0.00‰,0.36,1.87,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,60-61",196.4,19.6361,Eccentricity,Liebrand et al. 2016,0.67,1.36,CMUND,Liebrand et al. 2011;2016,0.67,2,d18O +0.64‰; d13C +0.00‰,0.17,1.9,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,62-63",196.42,19.6385,Eccentricity,Liebrand et al. 2016,0.96,1.46,CMUND,Liebrand et al. 2011;2016,0.96,2.1,d18O +0.64‰; d13C +0.00‰,0.46,2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,64-65",196.44,19.6409,Eccentricity,Liebrand et al. 2016,0.85,1.54,CMUND,Liebrand et al. 2011;2016,0.85,2.18,d18O +0.64‰; d13C +0.00‰,0.35,2.08,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,66-67",196.46,19.6433,Eccentricity,Liebrand et al. 2016,1.23,1.76,CMUND,Liebrand et al. 2011;2016,1.23,2.4,d18O +0.64‰; d13C +0.00‰,0.73,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,68-69",196.48,19.6457,Eccentricity,Liebrand et al. 2016,1.14,1.71,CMUND,Liebrand et al. 2011;2016,1.14,2.35,d18O +0.64‰; d13C +0.00‰,0.64,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,70-71",196.5,19.6481,Eccentricity,Liebrand et al. 2016,1.13,1.66,CMUND,Liebrand et al. 2011;2016,1.13,2.3,d18O +0.64‰; d13C +0.00‰,0.63,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,72-73",196.52,19.6505,Eccentricity,Liebrand et al. 2016,1,1.79,CMUND,Liebrand et al. 2011;2016,1,2.43,d18O +0.64‰; d13C +0.00‰,0.5,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,74-75",196.54,19.6529,Eccentricity,Liebrand et al. 2016,1.28,1.92,CMUND,Liebrand et al. 2011;2016,1.28,2.56,d18O +0.64‰; d13C +0.00‰,0.78,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,76-77",196.56,19.6553,Eccentricity,Liebrand et al. 2016,1.4,1.89,CMUND,Liebrand et al. 2011;2016,1.4,2.53,d18O +0.64‰; d13C +0.00‰,0.9,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,78-79",196.58,19.6577,Eccentricity,Liebrand et al. 2016,1.05,1.76,CMUND,Liebrand et al. 2011;2016,1.05,2.4,d18O +0.64‰; d13C +0.00‰,0.55,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,80-81",196.6,19.6601,Eccentricity,Liebrand et al. 2016,1.13,1.89,CMUND,Liebrand et al. 2011;2016,1.13,2.53,d18O +0.64‰; d13C +0.00‰,0.63,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,82-83",196.62,19.6625,Eccentricity,Liebrand et al. 2016,1.18,1.73,CMUND,Liebrand et al. 2011;2016,1.18,2.37,d18O +0.64‰; d13C +0.00‰,0.68,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,84-85",196.64,19.6649,Eccentricity,Liebrand et al. 2016,1.21,1.66,CMUND,Liebrand et al. 2011;2016,1.21,2.3,d18O +0.64‰; d13C +0.00‰,0.71,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,86-87",196.66,19.6673,Eccentricity,Liebrand et al. 2016,1.36,1.85,CMUND,Liebrand et al. 2011;2016,1.36,2.49,d18O +0.64‰; d13C +0.00‰,0.86,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,88-89",196.68,19.6697,Eccentricity,Liebrand et al. 2016,1.2,1.96,CMUND,Liebrand et al. 2011;2016,1.2,2.6,d18O +0.64‰; d13C +0.00‰,0.7,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,90-91",196.7,19.6721,Eccentricity,Liebrand et al. 2016,1.19,1.74,CMUND,Liebrand et al. 2011;2016,1.19,2.38,d18O +0.64‰; d13C +0.00‰,0.69,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-5W,92-93",196.72,19.6745,Eccentricity,Liebrand et al. 2016,1.11,1.74,CMUND,Liebrand et al. 2011;2016,1.11,2.38,d18O +0.64‰; d13C +0.00‰,0.61,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,112-113",199.92,19.6769,Eccentricity,Liebrand et al. 2016,1.14,1.67,CMUND,Liebrand et al. 2011;2016,1.14,2.31,d18O +0.64‰; d13C +0.00‰,0.64,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,114.5-115.5",199.945,19.6799,Eccentricity,Liebrand et al. 2016,1.29,1.71,CMUND,Liebrand et al. 2011;2016,1.29,2.35,d18O +0.64‰; d13C +0.00‰,0.79,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,117-118",199.97,19.6829,Eccentricity,Liebrand et al. 2016,1.28,1.81,CMUND,Liebrand et al. 2011;2016,1.28,2.45,d18O +0.64‰; d13C +0.00‰,0.78,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,119.5-120.5",199.995,19.6858,Eccentricity,Liebrand et al. 2016,1.43,1.92,CMUND,Liebrand et al. 2011;2016,1.43,2.56,d18O +0.64‰; d13C +0.00‰,0.93,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,122-123",200.02,19.6888,Eccentricity,Liebrand et al. 2016,1.37,1.92,CMUND,Liebrand et al. 2011;2016,1.37,2.56,d18O +0.64‰; d13C +0.00‰,0.87,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,124.5-125.5",200.045,19.6918,Eccentricity,Liebrand et al. 2016,1.21,1.59,CMUND,Liebrand et al. 2011;2016,1.21,2.23,d18O +0.64‰; d13C +0.00‰,0.71,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,127-128",200.07,19.6948,Eccentricity,Liebrand et al. 2016,1.23,1.84,CMUND,Liebrand et al. 2011;2016,1.23,2.48,d18O +0.64‰; d13C +0.00‰,0.73,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,132-133",200.12,19.7008,Eccentricity,Liebrand et al. 2016,1.17,1.76,CMUND,Liebrand et al. 2011;2016,1.17,2.4,d18O +0.64‰; d13C +0.00‰,0.67,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,134.5-135.5",200.145,19.7038,Eccentricity,Liebrand et al. 2016,0.93,1.75,CMUND,Liebrand et al. 2011;2016,0.93,2.39,d18O +0.64‰; d13C +0.00‰,0.43,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,137-138",200.17,19.7068,Eccentricity,Liebrand et al. 2016,1.33,1.6,CMUND,Liebrand et al. 2011;2016,1.33,2.24,d18O +0.64‰; d13C +0.00‰,0.83,2.14,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,139.5-140.5",200.195,19.7096,Eccentricity,Liebrand et al. 2016,1.18,1.73,CMUND,Liebrand et al. 2011;2016,1.18,2.37,d18O +0.64‰; d13C +0.00‰,0.68,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,142-143",200.22,19.7124,Eccentricity,Liebrand et al. 2016,0.96,1.69,CMUND,Liebrand et al. 2011;2016,0.96,2.33,d18O +0.64‰; d13C +0.00‰,0.46,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,144.5-145.5",200.245,19.7151,Eccentricity,Liebrand et al. 2016,1.27,1.63,CMUND,Liebrand et al. 2011;2016,1.27,2.27,d18O +0.64‰; d13C +0.00‰,0.77,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,147-148",200.27,19.7179,Eccentricity,Liebrand et al. 2016,1.07,1.47,CMUND,Liebrand et al. 2011;2016,1.07,2.11,d18O +0.64‰; d13C +0.00‰,0.57,2.01,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-2W,149.5-150",200.295,19.7206,Eccentricity,Liebrand et al. 2016,1.13,1.63,CMUND,Liebrand et al. 2011;2016,1.13,2.27,d18O +0.64‰; d13C +0.00‰,0.63,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,2-3",200.32,19.7234,Eccentricity,Liebrand et al. 2016,1.28,1.39,CMUND,Liebrand et al. 2011;2016,1.28,2.03,d18O +0.64‰; d13C +0.00‰,0.78,1.93,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,4.5-5.5",200.345,19.7261,Eccentricity,Liebrand et al. 2016,1.13,1.41,CMUND,Liebrand et al. 2011;2016,1.13,2.05,d18O +0.64‰; d13C +0.00‰,0.63,1.95,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,7-8",200.37,19.7289,Eccentricity,Liebrand et al. 2016,1.16,1.5,CMUND,Liebrand et al. 2011;2016,1.16,2.14,d18O +0.64‰; d13C +0.00‰,0.66,2.04,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,9.5-10.5",200.395,19.7316,Eccentricity,Liebrand et al. 2016,1.48,1.57,CMUND,Liebrand et al. 2011;2016,1.48,2.21,d18O +0.64‰; d13C +0.00‰,0.98,2.11,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,12-13",200.42,19.7343,Eccentricity,Liebrand et al. 2016,1.18,1.54,CMUND,Liebrand et al. 2011;2016,1.18,2.18,d18O +0.64‰; d13C +0.00‰,0.68,2.08,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,14.5-15.5",200.445,19.7371,Eccentricity,Liebrand et al. 2016,0.99,1.37,CMUND,Liebrand et al. 2011;2016,0.99,2.01,d18O +0.64‰; d13C +0.00‰,0.49,1.91,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,17-18",200.47,19.7398,Eccentricity,Liebrand et al. 2016,0.93,1.59,CMUND,Liebrand et al. 2011;2016,0.93,2.23,d18O +0.64‰; d13C +0.00‰,0.43,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,19.5-20.5",200.495,19.7426,Eccentricity,Liebrand et al. 2016,0.98,1.38,CMUND,Liebrand et al. 2011;2016,0.98,2.02,d18O +0.64‰; d13C +0.00‰,0.48,1.92,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,22-23",200.52,19.7453,Eccentricity,Liebrand et al. 2016,0.96,1.5,CMUND,Liebrand et al. 2011;2016,0.96,2.14,d18O +0.64‰; d13C +0.00‰,0.46,2.04,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,24.5-25.5",200.545,19.7481,Eccentricity,Liebrand et al. 2016,0.86,1.51,CMUND,Liebrand et al. 2011;2016,0.86,2.15,d18O +0.64‰; d13C +0.00‰,0.36,2.05,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,27-28",200.57,19.7508,Eccentricity,Liebrand et al. 2016,1.21,1.89,CMUND,Liebrand et al. 2011;2016,1.21,2.53,d18O +0.64‰; d13C +0.00‰,0.71,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,29.5-30.5",200.595,19.7536,Eccentricity,Liebrand et al. 2016,0.96,1.96,CMUND,Liebrand et al. 2011;2016,0.96,2.6,d18O +0.64‰; d13C +0.00‰,0.46,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,32-33",200.62,19.7563,Eccentricity,Liebrand et al. 2016,1.13,1.86,CMUND,Liebrand et al. 2011;2016,1.13,2.5,d18O +0.64‰; d13C +0.00‰,0.63,2.4,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,34.5-35.5",200.645,19.759,Eccentricity,Liebrand et al. 2016,1.14,1.79,CMUND,Liebrand et al. 2011;2016,1.14,2.43,d18O +0.64‰; d13C +0.00‰,0.64,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,37-38",200.67,19.7618,Eccentricity,Liebrand et al. 2016,1.19,1.95,CMUND,Liebrand et al. 2011;2016,1.19,2.59,d18O +0.64‰; d13C +0.00‰,0.69,2.49,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,39.5-40.5",200.695,19.7645,Eccentricity,Liebrand et al. 2016,1.29,2.01,CMUND,Liebrand et al. 2011;2016,1.29,2.65,d18O +0.64‰; d13C +0.00‰,0.79,2.55,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,44.5-45.5",200.745,19.77,Eccentricity,Liebrand et al. 2016,1.23,1.88,CMUND,Liebrand et al. 2011;2016,1.23,2.52,d18O +0.64‰; d13C +0.00‰,0.73,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,47-48",200.77,19.7728,Eccentricity,Liebrand et al. 2016,1.22,1.75,CMUND,Liebrand et al. 2011;2016,1.22,2.39,d18O +0.64‰; d13C +0.00‰,0.72,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-22H-3W,49.5-50.5",200.795,19.7755,Eccentricity,Liebrand et al. 2016,1.31,1.77,CMUND,Liebrand et al. 2011;2016,1.31,2.41,d18O +0.64‰; d13C +0.00‰,0.81,2.31,d18O -0.10‰; d13C -0.50‰,,
