Record,Sample_ID,depth mbsf,age_tuned,tuning target,age model source,benthic d13C VPDB,benthic d18O VPDB,benthic Species,benthic Source,benthic d13C VPDB Corr,benthic d18O VPDB Corr,IsotopeCorrNote,benthic d13C VPDB CorrAdjusted,benthic d18O VPDB CorrAdjusted,benthic_CorrAdjusted_Note,benthic d13C smoothLoess10,benthic d18O smoothLoess10
1264,"208-1264A-20H-5W,132-133",187.625,18.1855,Eccentricity,Liebrand et al. 2016,1,1.66,CMUND,Liebrand et al. 2011;2016,1,2.3,d18O +0.64‰; d13C +0.00‰,0.5,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-5W,134-135",187.645,18.1884,Eccentricity,Liebrand et al. 2016,1.21,1.73,CMUND,Liebrand et al. 2011;2016,1.21,2.37,d18O +0.64‰; d13C +0.00‰,0.71,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-5W,136-137",187.665,18.1914,Eccentricity,Liebrand et al. 2016,1.12,1.78,CMUND,Liebrand et al. 2011;2016,1.12,2.42,d18O +0.64‰; d13C +0.00‰,0.62,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,0-1",187.8,18.2112,Eccentricity,Liebrand et al. 2016,0.87,1.91,CMUND,Liebrand et al. 2011;2016,0.87,2.55,d18O +0.64‰; d13C +0.00‰,0.37,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,2.5-3.5",187.825,18.2149,Eccentricity,Liebrand et al. 2016,0.79,1.91,CMUND,Liebrand et al. 2011;2016,0.79,2.55,d18O +0.64‰; d13C +0.00‰,0.29,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,5-6",187.85,18.2186,Eccentricity,Liebrand et al. 2016,1.02,1.95,CMUND,Liebrand et al. 2011;2016,1.02,2.59,d18O +0.64‰; d13C +0.00‰,0.52,2.49,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,7.5-8.5",187.875,18.2223,Eccentricity,Liebrand et al. 2016,0.66,2.19,CMUND,Liebrand et al. 2011;2016,0.66,2.83,d18O +0.64‰; d13C +0.00‰,0.16,2.73,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,10-11",187.9,18.2286,Eccentricity,Liebrand et al. 2016,1.03,1.88,CMUND,Liebrand et al. 2011;2016,1.03,2.52,d18O +0.64‰; d13C +0.00‰,0.53,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,12.5-13.5",187.925,18.2357,Eccentricity,Liebrand et al. 2016,1.22,1.69,CMUND,Liebrand et al. 2011;2016,1.22,2.33,d18O +0.64‰; d13C +0.00‰,0.72,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,15-16",187.95,18.2427,Eccentricity,Liebrand et al. 2016,1.18,1.84,CMUND,Liebrand et al. 2011;2016,1.18,2.48,d18O +0.64‰; d13C +0.00‰,0.68,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,17.5-18.5",187.975,18.2498,Eccentricity,Liebrand et al. 2016,1.11,2.09,CMUND,Liebrand et al. 2011;2016,1.11,2.73,d18O +0.64‰; d13C +0.00‰,0.61,2.63,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,20-21",188,18.2568,Eccentricity,Liebrand et al. 2016,1.22,1.77,CMUND,Liebrand et al. 2011;2016,1.22,2.41,d18O +0.64‰; d13C +0.00‰,0.72,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,22.5-23.5",188.025,18.2639,Eccentricity,Liebrand et al. 2016,1.07,1.82,CMUND,Liebrand et al. 2011;2016,1.07,2.46,d18O +0.64‰; d13C +0.00‰,0.57,2.36,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,25-26",188.05,18.2709,Eccentricity,Liebrand et al. 2016,1.06,1.97,CMUND,Liebrand et al. 2011;2016,1.06,2.61,d18O +0.64‰; d13C +0.00‰,0.56,2.51,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,27.5-28.5",188.075,18.278,Eccentricity,Liebrand et al. 2016,1.05,1.76,CMUND,Liebrand et al. 2011;2016,1.05,2.4,d18O +0.64‰; d13C +0.00‰,0.55,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,30-31",188.1,18.285,Eccentricity,Liebrand et al. 2016,1.1,1.67,CMUND,Liebrand et al. 2011;2016,1.1,2.31,d18O +0.64‰; d13C +0.00‰,0.6,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,32.5-33.5",188.125,18.2893,Eccentricity,Liebrand et al. 2016,0.86,1.72,CMUND,Liebrand et al. 2011;2016,0.86,2.36,d18O +0.64‰; d13C +0.00‰,0.36,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,35-36",188.15,18.2936,Eccentricity,Liebrand et al. 2016,1.16,1.94,CMUND,Liebrand et al. 2011;2016,1.16,2.58,d18O +0.64‰; d13C +0.00‰,0.66,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,37.5-38.5",188.175,18.298,Eccentricity,Liebrand et al. 2016,1.01,1.69,CMUND,Liebrand et al. 2011;2016,1.01,2.33,d18O +0.64‰; d13C +0.00‰,0.51,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,40-41",188.2,18.3023,Eccentricity,Liebrand et al. 2016,1.07,1.81,CMUND,Liebrand et al. 2011;2016,1.07,2.45,d18O +0.64‰; d13C +0.00‰,0.57,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,42.5-43.5",188.225,18.3066,Eccentricity,Liebrand et al. 2016,0.83,1.63,CMUND,Liebrand et al. 2011;2016,0.83,2.27,d18O +0.64‰; d13C +0.00‰,0.33,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,45-46",188.25,18.3109,Eccentricity,Liebrand et al. 2016,0.93,1.56,CMUND,Liebrand et al. 2011;2016,0.93,2.2,d18O +0.64‰; d13C +0.00‰,0.43,2.1,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,47.5-48.5",188.275,18.3152,Eccentricity,Liebrand et al. 2016,0.84,1.64,CMUND,Liebrand et al. 2011;2016,0.84,2.28,d18O +0.64‰; d13C +0.00‰,0.34,2.18,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,50-51",188.3,18.3195,Eccentricity,Liebrand et al. 2016,0.95,1.84,CMUND,Liebrand et al. 2011;2016,0.95,2.48,d18O +0.64‰; d13C +0.00‰,0.45,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,52.5-53.5",188.325,18.3239,Eccentricity,Liebrand et al. 2016,0.98,1.75,CMUND,Liebrand et al. 2011;2016,0.98,2.39,d18O +0.64‰; d13C +0.00‰,0.48,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,55-56",188.35,18.3282,Eccentricity,Liebrand et al. 2016,0.98,1.75,CMUND,Liebrand et al. 2011;2016,0.98,2.39,d18O +0.64‰; d13C +0.00‰,0.48,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,57.5-58.5",188.375,18.3325,Eccentricity,Liebrand et al. 2016,0.92,1.71,CMUND,Liebrand et al. 2011;2016,0.92,2.35,d18O +0.64‰; d13C +0.00‰,0.42,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,60-61",188.4,18.3368,Eccentricity,Liebrand et al. 2016,0.96,1.63,CMUND,Liebrand et al. 2011;2016,0.96,2.27,d18O +0.64‰; d13C +0.00‰,0.46,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,62.5-63.5",188.425,18.3411,Eccentricity,Liebrand et al. 2016,0.81,1.54,CMUND,Liebrand et al. 2011;2016,0.81,2.18,d18O +0.64‰; d13C +0.00‰,0.31,2.08,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,65-66",188.45,18.3455,Eccentricity,Liebrand et al. 2016,1.1,1.91,CMUND,Liebrand et al. 2011;2016,1.1,2.55,d18O +0.64‰; d13C +0.00‰,0.6,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,67.5-68.5",188.475,18.3498,Eccentricity,Liebrand et al. 2016,0.87,1.96,CMUND,Liebrand et al. 2011;2016,0.87,2.6,d18O +0.64‰; d13C +0.00‰,0.37,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,70-71",188.5,18.3541,Eccentricity,Liebrand et al. 2016,0.93,1.68,CMUND,Liebrand et al. 2011;2016,0.93,2.32,d18O +0.64‰; d13C +0.00‰,0.43,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,72.5-73.5",188.525,18.3584,Eccentricity,Liebrand et al. 2016,1.03,2.01,CMUND,Liebrand et al. 2011;2016,1.03,2.65,d18O +0.64‰; d13C +0.00‰,0.53,2.55,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,75-76",188.55,18.3627,Eccentricity,Liebrand et al. 2016,0.84,1.83,CMUND,Liebrand et al. 2011;2016,0.84,2.47,d18O +0.64‰; d13C +0.00‰,0.34,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,80-81",188.6,18.3714,Eccentricity,Liebrand et al. 2016,0.83,2.1,CMUND,Liebrand et al. 2011;2016,0.83,2.74,d18O +0.64‰; d13C +0.00‰,0.33,2.64,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,82.5-83.5",188.625,18.3757,Eccentricity,Liebrand et al. 2016,1.1,2.16,CMUND,Liebrand et al. 2011;2016,1.1,2.8,d18O +0.64‰; d13C +0.00‰,0.6,2.7,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,85-86",188.65,18.38,Eccentricity,Liebrand et al. 2016,1.04,2.07,CMUND,Liebrand et al. 2011;2016,1.04,2.71,d18O +0.64‰; d13C +0.00‰,0.54,2.61,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,87.5-88.5",188.675,18.3843,Eccentricity,Liebrand et al. 2016,1.07,2.02,CMUND,Liebrand et al. 2011;2016,1.07,2.66,d18O +0.64‰; d13C +0.00‰,0.57,2.56,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,90-91",188.7,18.3886,Eccentricity,Liebrand et al. 2016,1.15,2.06,CMUND,Liebrand et al. 2011;2016,1.15,2.7,d18O +0.64‰; d13C +0.00‰,0.65,2.6,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,95-96",188.75,18.3973,Eccentricity,Liebrand et al. 2016,1.02,1.65,CMUND,Liebrand et al. 2011;2016,1.02,2.29,d18O +0.64‰; d13C +0.00‰,0.52,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,82.5-83.5",191.625,18.3981,Eccentricity,Liebrand et al. 2016,0.79,2.04,CMUND,Liebrand et al. 2011;2016,0.79,2.68,d18O +0.64‰; d13C +0.00‰,0.29,2.58,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,97.5-98.5",188.775,18.4016,Eccentricity,Liebrand et al. 2016,0.96,1.72,CMUND,Liebrand et al. 2011;2016,0.96,2.36,d18O +0.64‰; d13C +0.00‰,0.46,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,85-86",191.65,18.4025,Eccentricity,Liebrand et al. 2016,0.67,1.52,CMUND,Liebrand et al. 2011;2016,0.67,2.16,d18O +0.64‰; d13C +0.00‰,0.17,2.06,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-6W,100-101",188.8,18.4059,Eccentricity,Liebrand et al. 2016,1.02,1.65,CMUND,Liebrand et al. 2011;2016,1.02,2.29,d18O +0.64‰; d13C +0.00‰,0.52,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,87.5-88.5",191.675,18.4068,Eccentricity,Liebrand et al. 2016,0.99,1.52,CMUND,Liebrand et al. 2011;2016,0.99,2.16,d18O +0.64‰; d13C +0.00‰,0.49,2.06,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,90-91",191.7,18.4111,Eccentricity,Liebrand et al. 2016,1.01,1.77,CMUND,Liebrand et al. 2011;2016,1.01,2.41,d18O +0.64‰; d13C +0.00‰,0.51,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,92.5-93.5",191.725,18.4154,Eccentricity,Liebrand et al. 2016,0.8,1.59,CMUND,Liebrand et al. 2011;2016,0.8,2.23,d18O +0.64‰; d13C +0.00‰,0.3,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,95-96",191.75,18.4197,Eccentricity,Liebrand et al. 2016,1.02,1.86,CMUND,Liebrand et al. 2011;2016,1.02,2.5,d18O +0.64‰; d13C +0.00‰,0.52,2.4,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,97.5-98.5",191.775,18.424,Eccentricity,Liebrand et al. 2016,1.12,1.56,CMUND,Liebrand et al. 2011;2016,1.12,2.2,d18O +0.64‰; d13C +0.00‰,0.62,2.1,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,100-101",191.8,18.4284,Eccentricity,Liebrand et al. 2016,0.88,1.82,CMUND,Liebrand et al. 2011;2016,0.88,2.46,d18O +0.64‰; d13C +0.00‰,0.38,2.36,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,105-106",191.85,18.437,Eccentricity,Liebrand et al. 2016,1.22,1.72,CMUND,Liebrand et al. 2011;2016,1.22,2.36,d18O +0.64‰; d13C +0.00‰,0.72,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,107.5-108.5",191.875,18.4413,Eccentricity,Liebrand et al. 2016,1,1.6,CMUND,Liebrand et al. 2011;2016,1,2.24,d18O +0.64‰; d13C +0.00‰,0.5,2.14,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,110-111",191.9,18.4456,Eccentricity,Liebrand et al. 2016,0.78,1.6,CMUND,Liebrand et al. 2011;2016,0.78,2.24,d18O +0.64‰; d13C +0.00‰,0.28,2.14,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,112.5-113.5",191.925,18.45,Eccentricity,Liebrand et al. 2016,1.16,1.77,CMUND,Liebrand et al. 2011;2016,1.16,2.41,d18O +0.64‰; d13C +0.00‰,0.66,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,115-116",191.95,18.4543,Eccentricity,Liebrand et al. 2016,1.25,1.58,CMUND,Liebrand et al. 2011;2016,1.25,2.22,d18O +0.64‰; d13C +0.00‰,0.75,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,117.5-118.5",191.975,18.4586,Eccentricity,Liebrand et al. 2016,1.18,1.73,CMUND,Liebrand et al. 2011;2016,1.18,2.37,d18O +0.64‰; d13C +0.00‰,0.68,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,120-121",192,18.4629,Eccentricity,Liebrand et al. 2016,0.99,1.51,CMUND,Liebrand et al. 2011;2016,0.99,2.15,d18O +0.64‰; d13C +0.00‰,0.49,2.05,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,122.5-123.5",192.025,18.4672,Eccentricity,Liebrand et al. 2016,1.17,1.74,CMUND,Liebrand et al. 2011;2016,1.17,2.38,d18O +0.64‰; d13C +0.00‰,0.67,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,125-126",192.05,18.4715,Eccentricity,Liebrand et al. 2016,1.2,1.79,CMUND,Liebrand et al. 2011;2016,1.2,2.43,d18O +0.64‰; d13C +0.00‰,0.7,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,127.5-128.5",192.075,18.4759,Eccentricity,Liebrand et al. 2016,1.14,1.76,CMUND,Liebrand et al. 2011;2016,1.14,2.4,d18O +0.64‰; d13C +0.00‰,0.64,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,130-131",192.1,18.4802,Eccentricity,Liebrand et al. 2016,1.12,1.84,CMUND,Liebrand et al. 2011;2016,1.12,2.48,d18O +0.64‰; d13C +0.00‰,0.62,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,132.5-133.5",192.125,18.4845,Eccentricity,Liebrand et al. 2016,1.15,1.68,CMUND,Liebrand et al. 2011;2016,1.15,2.32,d18O +0.64‰; d13C +0.00‰,0.65,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,135-136",192.15,18.4888,Eccentricity,Liebrand et al. 2016,1.23,1.95,CMUND,Liebrand et al. 2011;2016,1.23,2.59,d18O +0.64‰; d13C +0.00‰,0.73,2.49,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,137.5-138.5",192.175,18.4931,Eccentricity,Liebrand et al. 2016,0.89,1.58,CMUND,Liebrand et al. 2011;2016,0.89,2.22,d18O +0.64‰; d13C +0.00‰,0.39,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,140-141",192.2,18.4984,Eccentricity,Liebrand et al. 2016,1.12,1.44,CMUND,Liebrand et al. 2011;2016,1.12,2.08,d18O +0.64‰; d13C +0.00‰,0.62,1.98,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,142.5-143.5",192.225,18.504,Eccentricity,Liebrand et al. 2016,1.03,1.87,CMUND,Liebrand et al. 2011;2016,1.03,2.51,d18O +0.64‰; d13C +0.00‰,0.53,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,145-146",192.25,18.5095,Eccentricity,Liebrand et al. 2016,0.73,1.59,CMUND,Liebrand et al. 2011;2016,0.73,2.23,d18O +0.64‰; d13C +0.00‰,0.23,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-3W,147.5-148.5",192.275,18.515,Eccentricity,Liebrand et al. 2016,1.18,1.74,CMUND,Liebrand et al. 2011;2016,1.18,2.38,d18O +0.64‰; d13C +0.00‰,0.68,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,2.5-3.5",192.325,18.5261,Eccentricity,Liebrand et al. 2016,1.12,1.48,CMUND,Liebrand et al. 2011;2016,1.12,2.12,d18O +0.64‰; d13C +0.00‰,0.62,2.02,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,5-6",192.35,18.5316,Eccentricity,Liebrand et al. 2016,1.09,1.64,CMUND,Liebrand et al. 2011;2016,1.09,2.28,d18O +0.64‰; d13C +0.00‰,0.59,2.18,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,7.5-8.5",192.375,18.5372,Eccentricity,Liebrand et al. 2016,0.96,1.79,CMUND,Liebrand et al. 2011;2016,0.96,2.43,d18O +0.64‰; d13C +0.00‰,0.46,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,10-11",192.4,18.5427,Eccentricity,Liebrand et al. 2016,0.58,1.53,CMUND,Liebrand et al. 2011;2016,0.58,2.17,d18O +0.64‰; d13C +0.00‰,0.08,2.07,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,12.5-13.5",192.425,18.5483,Eccentricity,Liebrand et al. 2016,0.92,1.68,CMUND,Liebrand et al. 2011;2016,0.92,2.32,d18O +0.64‰; d13C +0.00‰,0.42,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,15-16",192.45,18.5538,Eccentricity,Liebrand et al. 2016,1.2,1.78,CMUND,Liebrand et al. 2011;2016,1.2,2.42,d18O +0.64‰; d13C +0.00‰,0.7,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,17.5-18.5",192.475,18.5593,Eccentricity,Liebrand et al. 2016,1.2,2.02,CMUND,Liebrand et al. 2011;2016,1.2,2.66,d18O +0.64‰; d13C +0.00‰,0.7,2.56,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,20-21",192.5,18.5649,Eccentricity,Liebrand et al. 2016,0.88,1.93,CMUND,Liebrand et al. 2011;2016,0.88,2.57,d18O +0.64‰; d13C +0.00‰,0.38,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,22.5-23.5",192.525,18.5704,Eccentricity,Liebrand et al. 2016,1.04,1.76,CMUND,Liebrand et al. 2011;2016,1.04,2.4,d18O +0.64‰; d13C +0.00‰,0.54,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,25-26",192.55,18.5759,Eccentricity,Liebrand et al. 2016,1.33,2.1,CMUND,Liebrand et al. 2011;2016,1.33,2.74,d18O +0.64‰; d13C +0.00‰,0.83,2.64,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,27.5-28.5",192.575,18.5815,Eccentricity,Liebrand et al. 2016,1.15,1.88,CMUND,Liebrand et al. 2011;2016,1.15,2.52,d18O +0.64‰; d13C +0.00‰,0.65,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,30-31",192.6,18.587,Eccentricity,Liebrand et al. 2016,1.22,1.84,CMUND,Liebrand et al. 2011;2016,1.22,2.48,d18O +0.64‰; d13C +0.00‰,0.72,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,32.5-33.5",192.625,18.5919,Eccentricity,Liebrand et al. 2016,1.09,1.88,CMUND,Liebrand et al. 2011;2016,1.09,2.52,d18O +0.64‰; d13C +0.00‰,0.59,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,35-36",192.65,18.5969,Eccentricity,Liebrand et al. 2016,1.18,1.94,CMUND,Liebrand et al. 2011;2016,1.18,2.58,d18O +0.64‰; d13C +0.00‰,0.68,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,37.5-38.5",192.675,18.6018,Eccentricity,Liebrand et al. 2016,1.09,1.87,CMUND,Liebrand et al. 2011;2016,1.09,2.51,d18O +0.64‰; d13C +0.00‰,0.59,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,40-41",192.7,18.6068,Eccentricity,Liebrand et al. 2016,1.18,1.7,CMUND,Liebrand et al. 2011;2016,1.18,2.34,d18O +0.64‰; d13C +0.00‰,0.68,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,42.5-43.5",192.725,18.6117,Eccentricity,Liebrand et al. 2016,1.3,1.97,CMUND,Liebrand et al. 2011;2016,1.3,2.61,d18O +0.64‰; d13C +0.00‰,0.8,2.51,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,45-46",192.75,18.6166,Eccentricity,Liebrand et al. 2016,1.16,1.93,CMUND,Liebrand et al. 2011;2016,1.16,2.57,d18O +0.64‰; d13C +0.00‰,0.66,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,47.5-48.5",192.775,18.6216,Eccentricity,Liebrand et al. 2016,1.31,1.94,CMUND,Liebrand et al. 2011;2016,1.31,2.58,d18O +0.64‰; d13C +0.00‰,0.81,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,50-51",192.8,18.6265,Eccentricity,Liebrand et al. 2016,1.12,1.93,CMUND,Liebrand et al. 2011;2016,1.12,2.57,d18O +0.64‰; d13C +0.00‰,0.62,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,52.5-53.5",192.825,18.6315,Eccentricity,Liebrand et al. 2016,1.18,1.8,CMUND,Liebrand et al. 2011;2016,1.18,2.44,d18O +0.64‰; d13C +0.00‰,0.68,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,55-56",192.85,18.6364,Eccentricity,Liebrand et al. 2016,1.19,1.9,CMUND,Liebrand et al. 2011;2016,1.19,2.54,d18O +0.64‰; d13C +0.00‰,0.69,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,57.5-58.5",192.875,18.6413,Eccentricity,Liebrand et al. 2016,1.16,2.03,CMUND,Liebrand et al. 2011;2016,1.16,2.67,d18O +0.64‰; d13C +0.00‰,0.66,2.57,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,60-61",192.9,18.6463,Eccentricity,Liebrand et al. 2016,1.12,1.91,CMUND,Liebrand et al. 2011;2016,1.12,2.55,d18O +0.64‰; d13C +0.00‰,0.62,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,62.5-63.5",192.925,18.6512,Eccentricity,Liebrand et al. 2016,1.27,1.87,CMUND,Liebrand et al. 2011;2016,1.27,2.51,d18O +0.64‰; d13C +0.00‰,0.77,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,65-66",192.95,18.6562,Eccentricity,Liebrand et al. 2016,0.92,1.93,CMUND,Liebrand et al. 2011;2016,0.92,2.57,d18O +0.64‰; d13C +0.00‰,0.42,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,67.5-68.5",192.975,18.6611,Eccentricity,Liebrand et al. 2016,0.99,1.78,CMUND,Liebrand et al. 2011;2016,0.99,2.42,d18O +0.64‰; d13C +0.00‰,0.49,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,70-71",193,18.666,Eccentricity,Liebrand et al. 2016,1.02,1.97,CMUND,Liebrand et al. 2011;2016,1.02,2.61,d18O +0.64‰; d13C +0.00‰,0.52,2.51,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,72.5-73.5",193.025,18.6707,Eccentricity,Liebrand et al. 2016,1.23,1.77,CMUND,Liebrand et al. 2011;2016,1.23,2.41,d18O +0.64‰; d13C +0.00‰,0.73,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,75-76",193.05,18.6744,Eccentricity,Liebrand et al. 2016,0.98,1.9,CMUND,Liebrand et al. 2011;2016,0.98,2.54,d18O +0.64‰; d13C +0.00‰,0.48,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,77.5-78.5",193.075,18.678,Eccentricity,Liebrand et al. 2016,1.25,1.91,CMUND,Liebrand et al. 2011;2016,1.25,2.55,d18O +0.64‰; d13C +0.00‰,0.75,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,80-81",193.1,18.6817,Eccentricity,Liebrand et al. 2016,1.17,1.89,CMUND,Liebrand et al. 2011;2016,1.17,2.53,d18O +0.64‰; d13C +0.00‰,0.67,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,82.5-83.5",193.125,18.6853,Eccentricity,Liebrand et al. 2016,1.29,2.01,CMUND,Liebrand et al. 2011;2016,1.29,2.65,d18O +0.64‰; d13C +0.00‰,0.79,2.55,d18O -0.10‰; d13C -0.50‰,,
