Time_Ma,d13C,d18O
5.9754,0.01,3.33
5.976756,0.02,3.09
5.978329,0.13,3.26
5.979902,0.02,3.23
5.982,0.03,3.27
5.983178,-0.08,3.21
5.984355,-0.09,3.19
5.985925,-0.05,3.23
5.987103,0.05,3.25
5.98828,-0.24,3.09
5.98985,-0.07,3.26
5.991028,-0.37,3.17
5.992206,-0.23,3.1
5.993776,-0.46,3.11
5.995346,-0.29,3.21
5.996523,-0.44,3.25
5.998093,-0.59,3.25
5.999271,-0.17,3.23
6.000449,-0.57,3.42
6.002019,-0.39,3.29
6.003196,-0.69,3.51
6.005944,-0.79,3.49
6.007514,-0.65,3.17
6.008692,-0.19,3.22
6.010262,-0.19,2.99
6.011832,-0.1,3.27
6.013009,-0.1,3.33
6.013402,-0.14,3.2
6.014187,-0.18,3.23
6.01615,-0.12,3.1
6.017327,-0.27,3.18
6.018897,-0.17,3.11
6.020075,-0.04,3.14
6.021252,-0.4,3.14
6.022822,-0.23,3.09
6.024,-0.25,3.33
6.025333,-0.36,3.22
6.027111,-0.19,3.24
6.029778,-0.5,3.13
6.031556,0,3.2
6.032889,0.01,3.17
6.034222,-0.42,3.29
6.036,-0.62,3.54
6.037333,-0.28,3.33
6.038667,-0.21,3.25
6.040444,-0.14,3.33
6.041778,-0.15,3.33
6.043111,-0.11,3.22
6.044444,0.05,3.26
6.045778,-0.1,3.36
6.047556,-0.26,3.21
6.049333,0.08,3.18
6.050667,-0.06,3.15
6.052,0.01,3.07
6.05329,0.03,3.16
6.055009,0.05,3.12
6.056299,0.04,3.18
6.059308,-0.14,3.1
6.060598,-0.2,3.06
6.061888,-0.04,3.21
6.063178,-0.34,3.23
6.064897,-0.31,3.15
6.067907,-0.21,3.6
6.069196,-0.42,3.24
6.070916,-0.42,3.38
6.072206,-0.43,3.57
6.073495,-0.48,3.35
6.075215,-0.39,3.4
6.077794,-0.89,3.41
6.079084,-0.31,3.32
6.081234,-0.07,3.24
6.082093,-0.09,3.22
6.083383,-0.02,3.27
6.086393,0.22,3.18
6.088112,-0.07,3.16
6.089402,0.16,3.17
6.090692,-0.21,3.14
6.092411,0.15,3.25
6.093701,0.19,3.16
6.094991,0.07,3.14
6.09671,0.03,3.14
6.098,-0.22,3.21
6.099237,-0.09,2.92
6.100887,0.05,3.19
6.102124,-0.32,3.12
6.103361,-0.38,3.04
6.10501,-0.31,3.26
6.106247,-0.26,3.22
6.107485,-0.37,3.2
6.108722,-0.68,3.44
6.109959,-0.4,3.27
6.111608,-0.42,3.14
6.113258,-0.48,3.06
6.114495,-0.57,3.34
6.115732,-0.35,3.04
6.117381,-0.51,3.32
6.118619,-0.51,3.47
6.119856,-0.74,3.27
6.121505,-0.55,3.32
6.122742,-0.56,3.31
6.123979,-0.54,3.25
6.124804,-0.36,3.39
6.126041,-0.03,3.27
6.128103,-0.34,3.32
6.129753,0.07,3.14
6.13099,0.06,3.25
6.132227,-0.1,3.17
6.133876,-0.11,3.11
6.135113,0.07,3.22
6.136351,0.16,3.18
6.138,0.15,3.28
6.140688,-0.02,3.09
6.142031,0.21,3.24
6.144271,-0.05,3.22
6.145167,-0.02,3.22
6.146958,0.11,3.32
6.148302,0.2,3.19
6.149646,-0.12,3.29
6.151438,-0.18,3.16
6.152781,-0.02,3.03
6.154125,-0.4,3.32
6.156365,-0.13,3.05
6.157708,-0.03,3.23
6.159052,-0.14,3.1
6.160844,-0.11,3.12
6.162188,-0.29,3.19
6.163531,-0.07,3.05
6.165323,-0.26,3.23
6.167115,0.32,3.42
6.168458,0.05,3.08
6.17025,0.06,3.15
6.171594,-0.03,3.18
6.173385,0.02,3.14
6.174729,-0.12,3.09
6.176073,-0.09,3.24
6.177865,-0.33,2.89
6.179656,-0.03,3.09
6.181448,0.08,3.15
6.182792,-0.11,3.16
6.184583,-0.02,2.97
6.186375,-0.21,3.15
6.187719,-0.03,3.03
6.18951,-0.27,2.91
6.191302,-0.34,3.16
6.192646,-0.52,3.19
6.193542,-0.04,2.86
6.194438,-0.27,3.01
6.194885,-0.42,3.19
6.195781,-0.41,3.12
6.197125,-0.45,3.15
6.198917,-0.39,3.13
6.20026,-0.3,3.16
6.201604,-0.14,3.24
6.203396,-0.52,3.23
6.20474,-0.14,3.11
6.206083,-0.09,3.07
6.207875,-0.03,3.25
6.209219,0.03,3.07
6.210563,0.06,3.06
6.212354,0,3
6.213698,0.08,2.97
6.215042,-0.06,3.06
6.216833,0.05,3.09
6.217729,-0.12,3.11
6.219073,0.03,3.17
6.221313,-0.14,3.25
6.222656,-0.03,3
6.224,-0.13,3.07
6.225922,-0.22,3.27
6.227364,-0.56,3.37
6.228805,-0.45,3.4
6.230727,-0.24,2.95
6.232649,-0.18,3.39
6.234091,-0.37,3.37
6.235532,-0.46,3.3
6.236974,-0.25,2.83
6.238416,-0.65,3.59
6.240338,-0.45,3.34
6.241779,-0.28,3.35
6.243221,-0.02,3.31
6.245143,0.01,3.3
6.246584,-0.09,3.26
6.248026,0.16,3.3
6.249948,0.01,3.26
6.25139,0.16,3.19
6.252831,0.18,3.25
6.254753,0.2,3.13
6.256195,0.37,3.27
6.257636,0.28,3.14
6.259558,0.07,3.32
6.261,-0.11,3.23
6.262442,0.03,3.23
6.264364,-0.03,3.32
6.265805,0.28,3.21
6.267247,0.17,3.13
6.269169,-0.15,3.15
6.27061,-0.02,3.24
6.272052,-0.18,3.27
6.273974,-0.09,3.17
6.275416,-0.39,3.23
6.276857,-0.39,3.14
6.278779,-0.59,3.27
6.280221,-0.72,3.27
6.282143,-0.47,3.21
6.283584,-0.29,3.39
6.285026,-0.36,3.31
6.28839,-0.89,3.22
6.289831,-0.28,3.16
6.293195,-0.28,3.18
6.294636,-0.59,3.26
6.296078,-0.12,3.16
6.298,-0.11,3.09
6.298763,-0.23,3.25
6.299526,-0.09,3.14
6.301306,-0.01,2.99
6.302069,-0.11,2.95
6.303087,-0.28,3.01
6.30385,-0.07,3.13
6.304613,-0.19,3.23
6.30563,-0.01,3.28
6.306393,-0.29,3.22
6.307156,-0.07,3.29
6.308173,-0.17,3.22
6.308936,-0.19,3.19
6.309699,-0.1,3.13
6.310717,-0.64,3.06
6.31148,-0.13,3.18
6.312243,-0.11,3.13
6.31326,-0.23,3.15
6.314023,-0.33,3.17
6.314786,-0.12,3.05
6.315803,-0.49,3.24
6.316566,-0.33,3.21
6.317329,-0.48,3.17
6.318347,-0.67,3.24
6.31911,-0.51,3.15
6.319873,-0.68,3.42
6.32089,-0.27,3.14
6.321653,-0.48,3.2
6.322416,-0.77,3.28
6.323434,-0.08,3.24
6.324197,-0.08,3.21
6.32496,-0.12,3.25
6.325977,0,3.3
6.32674,0.15,3.22
6.327503,0.01,3.21
6.32852,-0.12,3.22
6.329283,-0.31,3.27
6.330046,-0.04,3.35
6.331064,0.07,3.27
6.331827,-0.54,3.16
6.33259,-0.16,3.18
6.333607,-0.1,3.29
6.335133,0.15,3.07
6.33615,-0.08,3.18
6.336913,0.07,3.1
6.337676,0.04,3.27
6.338694,-0.05,3.1
6.339457,0.07,3.12
6.34022,-0.13,3.14
6.341237,0.17,3.3
6.342,0.23,2.81
6.343014,-0.02,3.16
6.344366,0.09,3.04
6.345379,-0.27,3.09
6.346393,-0.09,3.04
6.347745,-0.28,3.22
6.348759,-0.08,3.32
6.349772,-0.3,3.17
6.351124,-0.25,3.22
6.352138,-0.44,3.21
6.35349,0.18,3.21
6.354503,-0.21,3.38
6.355517,-0.48,3.26
6.356869,-0.05,3.27
6.357883,-0.39,3.31
6.358897,-0.47,3.18
6.361262,-0.41,3.11
6.362276,-0.34,3.18
6.363628,-0.09,3.4
6.364979,0,3.43
6.365993,0.04,3.39
6.367007,-0.17,3.21
6.368697,0.11,3.32
6.36971,0.13,3.28
6.370724,0.1,3.31
6.372076,-0.05,3.2
6.37309,0.15,3.25
6.374441,-0.17,3.26
6.375793,-0.06,3.33
6.376807,0.19,3.2
6.377821,0.1,3.22
6.37951,0.19,3.18
6.380524,-0.19,3.27
6.381538,-0.2,3.22
6.38289,-0.1,3.2
6.383903,-0.48,3.45
6.384917,-0.09,3.12
6.386269,-0.32,3.21
6.387621,-0.1,3.19
6.388634,-0.22,3.27
6.389986,-0.53,3.36
6.391,-0.38,3.18
6.394319,-0.37,3.22
6.395564,-0.06,3.18
6.397223,-0.26,3.28
6.398883,-0.2,3.27
6.400543,-0.61,3.44
6.401787,-0.11,3.37
6.403862,-0.72,3.39
6.405106,0,3.22
6.406766,0.19,3.29
6.408426,0.15,3.31
6.410085,-0.12,3.07
6.41133,-0.9,3.6
6.413404,-0.13,3.11
6.414649,-0.76,3.53
6.415894,0.06,3.37
6.416309,-0.02,3.31
6.417138,-0.06,3.33
6.417968,0.14,3.27
6.418798,0.11,3.31
6.419628,0.14,3.35
6.420043,-0.01,3.3
6.420872,0.02,3.19
6.421287,0.02,3.17
6.422947,-0.22,3.22
6.424191,0.03,3.38
6.425436,-0.19,3.2
6.425851,0.12,3.08
6.427096,0,3.12
6.427926,-0.14,3.33
6.43,0.08,3.07
6.431932,0.03,3.21
6.433864,-0.06,3.15
6.435797,-0.11,3.29
6.438373,0,3.46
6.440305,-0.03,3.26
6.442237,-0.17,3.28
6.444814,-0.12,3.33
6.446746,-0.5,3.19
6.448678,0.02,3.28
6.451254,-0.18,3.21
6.453186,-0.03,3.32
6.455119,0.13,3.26
6.457695,-0.06,3.4
6.459627,-0.41,3.28
6.461559,-0.16,3.19
6.464136,0,3.16
6.466068,0.18,3.26
6.468,-0.18,3.05
6.469541,-0.06,3.18
6.470311,0,3.19
6.471467,0.01,3.24
6.473393,0.05,3.17
6.474549,-0.07,3.25
6.475705,0.27,3.43
6.477246,-0.06,3.34
6.478402,-0.02,3.25
6.479557,0.08,3.23
6.481098,0.03,3.12
6.482254,0.17,3.14
6.48341,0.07,3.24
6.484951,0.04,3.31
6.485721,0.13,3.24
6.486877,0.06,3.35
6.488033,-0.07,3.29
6.489189,0.02,3.36
6.49073,-0.28,3.24
6.491885,-0.17,3.16
6.493041,-0.17,3.19
6.494582,-0.14,3.26
6.495738,0.03,3.38
6.496893,-0.15,3.16
6.498434,-0.28,3.15
6.49959,-0.46,3.18
6.500746,-0.18,3.68
6.503057,-0.21,3.33
6.506525,-0.31,3.19
6.50768,-0.16,3.26
6.508836,-0.26,3.36
6.509992,-0.69,3.51
6.510762,-0.1,3.31
6.512303,-0.23,3.16
6.513844,0.07,3.18
6.515,-0.07,3.27
6.516156,0.07,3.22
6.517697,-0.22,3.38
6.518852,-0.06,3.11
6.520008,0.09,3.02
6.521549,-0.12,3.26
6.522705,0.09,3.3
6.523861,0.01,3.23
6.525402,-0.38,3.33
6.526557,-0.1,3.29
6.527713,-0.1,3.33
6.529254,0.02,3.25
6.530795,0.04,3.22
6.531951,-0.17,3.3
6.533107,-0.19,3.2
6.534262,-0.06,3.17
6.535418,-0.15,3.29
6.536959,-0.4,3.26
6.538115,-0.1,3.19
6.53927,-0.41,3.27
6.540811,-0.43,3.29
6.541967,-0.32,3.21
6.543123,-0.58,3.4
6.544279,-0.45,3.17
6.54582,-0.4,3.14
6.546975,-0.75,3.24
6.548516,-0.32,3.21
6.549672,-0.78,3.44
6.550828,-0.87,3.32
6.552369,-0.79,3.18
6.553525,-0.23,3.38
6.555066,-0.57,3.23
6.556992,-0.35,3.27
6.562,-0.43,3.06
6.566632,-0.08,3.25
6.568947,-0.42,3.24
6.570684,-0.44,3.31
6.571263,-0.08,3.26
6.572421,-0.28,3.27
6.574158,-0.34,3.07
6.574737,-0.84,3.34
6.575895,-0.28,2.99
6.577632,-0.21,3.17
6.579368,-0.53,3.17
6.581105,0.1,3.26
6.584,-0.01,2.92
6.584424,-0.32,3.06
6.585272,0.04,3.07
6.585696,-0.47,3.17
6.58612,-0.2,3.11
6.587816,-0.21,3.18
6.588664,-0.09,3.03
6.589935,-0.26,3.3
6.591207,-0.24,3.1
6.592055,-0.14,3.3
6.593327,-0.11,3.31
6.595023,-0.11,3.35
6.596295,-0.4,3.37
6.597567,-0.23,3.29
6.598839,-0.21,3.37
6.599687,-0.11,3.32
6.600959,-0.07,3.24
6.602654,-0.09,3.17
6.603926,-0.06,3.39
6.604774,-0.09,3.24
6.60647,-0.38,3.27
6.607742,-0.24,3.25
6.609014,-0.03,3.64
6.609438,-0.11,3.31
6.609862,-0.27,3.29
6.61071,-0.21,3.13
6.612406,-0.12,3.18
6.613677,-0.28,3.31
6.614949,-0.23,3.19
6.616645,0.01,3.4
6.617917,0.01,3.35
6.619189,-0.34,3.27
6.620885,-0.42,3.3
6.622157,-0.04,3.3
6.623429,-0.21,3.32
6.625124,-0.4,3.29
6.626396,-0.2,3.29
6.627668,-0.14,3.35
6.629364,-0.11,3.17
6.630636,-0.16,3.29
6.631908,-0.3,3.07
6.633604,-0.22,3.19
6.634876,-0.68,3.43
6.636147,-0.17,3.28
6.637843,-0.65,3.27
6.639115,-0.15,3.34
6.640387,-0.23,3.19
6.642083,-0.24,3.23
6.643355,0.04,3.56
6.646323,-0.51,3.25
6.647594,-0.48,3.43
6.648866,-0.26,3.31
6.650562,-0.28,3.22
6.65141,-0.3,3.24
6.652682,-0.37,3.34
6.654802,-0.32,3.31
6.656074,-0.25,3.39
6.657346,-0.4,3.23
6.659041,-0.26,3.25
6.660313,-0.15,3.23
6.661585,-0.19,3.28
6.663281,-0.25,3.34
6.664553,-0.39,3.12
6.665825,-0.21,3.17
6.667521,-0.11,3.13
6.668793,-0.48,3.13
6.670065,-0.21,3.13
6.67176,-0.47,3.09
6.673032,-0.38,2.98
6.674304,-0.19,2.95
6.676,-0.42,2.9
6.677092,-0.55,3.03
6.678184,-0.45,2.89
6.679641,-0.44,3.02
6.681097,-0.52,3.04
6.682189,-0.64,3.03
6.683282,-0.66,3.1
6.684374,-0.45,3.08
6.689107,-0.74,3.31
6.690563,-0.6,3.27
6.691655,-0.42,3.18
6.693112,-0.69,3.27
6.694204,-0.26,3.3
6.695296,-0.38,3.18
6.696752,-0.48,3.28
6.697845,-0.63,3.21
6.698937,-0.42,3.06
6.700029,-0.34,3.16
6.701485,-0.28,3.32
6.70367,-0.37,3.07
6.705126,-0.37,2.93
6.706218,-0.2,3.22
6.707311,-0.39,3.14
6.709131,-0.38,3.26
6.710223,-0.45,3.32
6.711316,-0.43,3.3
6.712408,-0.35,3.35
6.7135,-0.41,3.22
6.714592,-0.03,3.33
6.714956,-0.08,3.27
6.716049,-0.13,3.35
6.717141,-0.1,3.18
6.718597,-0.12,3.23
6.719689,-0.06,3.21
6.720782,-0.13,3.24
6.721874,-0.11,3.17
6.72333,-0.28,3.21
6.724422,-0.22,3.21
6.725515,-0.43,3.4
6.726971,-0.14,3.16
6.728427,-0.42,3.24
6.729519,-0.24,3.3
6.730612,-0.17,3.24
6.731704,-0.33,3.22
6.732796,-0.37,3.09
6.734252,-0.03,3.29
6.735345,-0.33,3.21
6.736437,-0.24,3.3
6.737893,-0.06,3.17
6.738985,-0.15,3.24
6.740078,-0.42,2.93
6.741534,-0.32,3.24
6.742626,0.01,3.32
6.743718,-0.09,3.19
6.745175,-0.31,3.17
6.746267,-0.11,3.18
6.747359,-0.23,3.19
6.748816,0.05,3.13
6.749908,-0.19,3.19
6.751,-0.11,3.04
6.752391,-0.24,3.21
6.753435,-0.22,3.16
6.754478,-0.21,3.05
6.75587,-0.12,3.18
6.756913,-0.22,3.2
6.757957,-0.16,3.15
6.759348,-0.27,3.06
6.760391,-0.2,3.07
6.761435,-0.31,3.14
6.762826,-0.21,3.06
6.763522,-0.28,3.17
6.764217,-0.17,3.27
6.765261,-0.31,3.24
6.766304,-0.38,3.2
6.767348,-0.36,3.2
6.768391,-0.32,3.22
6.769783,-0.41,3.12
6.770826,-0.29,3.14
6.77187,-0.25,3.23
6.773261,-0.27,3.25
6.774304,-0.4,3.13
6.775348,0.06,3.63
6.780565,-0.29,3.16
6.781609,-0.32,3.14
6.782652,-0.19,3.18
6.784043,-0.25,3.13
6.785087,-0.16,3.09
6.78613,-0.44,3.13
6.787522,-0.09,2.93
6.788565,-0.25,3.21
6.789609,-0.37,2.9
6.790652,-0.05,3.12
6.791667,-0.11,3.16
6.792667,-0.7,2.78
6.794,-0.11,2.85
6.795,-0.33,3.17
6.796,0.03,3.2
6.797333,0.11,3.22
6.798333,0.07,3.24
6.799333,0,3.36
6.803,-0.31,3.25
6.804333,-0.09,3.31
6.805333,-0.25,3.32
6.806333,-0.24,3.22
6.808,-0.42,3.32
6.809,-0.1,3.24
6.81,-0.14,3.23
6.811333,-0.04,3.19
6.812333,0.16,3.2
6.813333,-0.33,3.22
6.815,-0.29,3.12
6.816,-0.27,3.19
6.817333,0.06,3.31
6.818333,-0.08,3.34
6.819333,0.02,3.21
6.820333,-0.12,3.3
6.822,0.15,3.25
6.823,-0.16,3.36
6.824,-0.35,2.99
6.825,-0.29,3.16
6.826,0.16,3.42
6.828,-0.31,3.16
6.829,-0.34,3.24
6.829667,-0.04,3.25
6.830667,0.11,3.17
6.831667,-0.14,3.24
6.832333,-0.06,3.11
6.833333,0.15,3.36
6.834333,0.04,3.18
6.835333,-0.11,3.29
6.836333,-0.09,3.2
6.837333,0,3.17
6.838,-0.02,3.19
6.839,0.07,3.2
6.84,-0.27,3.05
6.841,-0.05,3.11
6.842,0,3.26
6.842667,-0.25,3.35
6.843667,-0.03,2.94
6.844667,-0.12,3.19
6.846,-0.38,3.12
6.847027,-0.13,3.19
6.848311,-0.47,3.14
6.849338,-0.13,3.19
6.850365,-0.34,3.18
6.851649,-0.33,3.28
6.852676,-0.45,3.14
6.853703,-0.64,3.2
6.854986,-0.49,3.37
6.856014,-0.52,3.29
6.856784,-0.55,3.27
6.857811,-0.47,3.26
6.858581,-0.14,3.26
6.859351,-0.22,3.3
6.860378,-0.32,3.26
6.860892,-0.4,3.32
6.861405,-0.45,3.38
6.862176,-0.33,3.26
6.862946,-0.44,3.37
6.863973,-0.13,3.39
6.864486,-0.5,3.21
6.865257,-0.13,3.28
6.866027,0.14,3.26
6.866284,0.03,3.17
6.866541,-0.01,3.31
6.867054,-0.08,3.19
6.867311,-0.37,3.2
6.867824,0.05,3.18
6.868851,-0.05,3.15
6.869622,-0.22,3.16
6.870392,-0.09,3.07
6.871419,0.02,3.14
6.872189,0.16,3.22
6.872959,0.04,3.15
6.873986,0.07,3.12
6.8745,0.16,3.13
6.87527,0.08,3.04
6.876554,-0.12,3.14
6.877324,0.11,3.11
6.878095,0.06,3.14
6.879122,-0.1,3.1
6.879892,0.17,3.11
6.880662,-0.02,3.13
6.881689,-0.09,3.19
6.882459,0,3.14
6.88323,-0.22,3.07
6.884224,-0.12,3.19
6.884897,-0.3,3.17
6.885571,-0.11,3.16
6.886468,-0.1,3.2
6.887141,-0.21,3.25
6.887814,-0.39,2.89
6.888712,-0.38,3.29
6.889385,-0.4,3.21
6.890058,-0.17,3.19
6.890955,-0.13,3.23
6.891628,-0.15,3.22
6.892301,-0.17,3.24
6.892974,-0.2,3.2
6.893872,-0.31,3.23
6.894545,-0.17,3.26
6.895442,-0.12,3.23
6.895891,-0.19,3.16
6.896788,-0.03,3.15
6.897686,-0.43,3.13
6.898359,-0.22,3.2
6.899032,-0.17,3.03
6.899929,-0.14,3.15
6.900154,-0.3,3.18
6.900603,-0.26,3.22
6.901051,-0.31,3.09
6.901724,-0.36,3.39
6.902397,-0.22,3.26
6.903295,-0.36,3.15
6.903744,-0.18,3.04
6.904641,-0.54,3.06
6.905538,0,3.49
6.905987,-0.39,3.09
6.906885,-0.39,3.21
6.907782,-0.42,3.1
6.908231,-0.13,3.14
6.908904,-0.28,3.18
6.910026,-0.38,3.22
6.910699,-0.17,3.21
6.911372,-0.18,3.1
6.912269,-0.24,3.22
6.912942,-0.26,3.21
6.913615,-0.19,3.19
6.914513,0.03,3.29
6.915186,0.07,3.18
6.915859,-0.08,3.14
6.916756,-0.15,3.2
6.917429,0.08,3.15
6.918103,-0.04,3.26
6.919,-0.11,3.02
6.919926,-0.13,3.19
6.920853,-0.25,3.21
6.922088,0.01,3.1
6.923015,-0.2,3.16
6.923941,0,3.12
6.925176,-0.19,3.12
6.926103,-0.1,3.27
6.927029,-0.31,3.22
6.927956,-0.18,3.25
6.929191,-0.26,3.32
6.930118,-0.25,3.22
6.931353,-0.31,3.2
6.932279,-0.17,3.15
6.934441,-0.4,3.18
6.935368,-0.38,3.09
6.936294,-0.32,3.16
6.937529,-0.27,2.96
6.938147,-0.3,3
6.939074,-0.26,3.22
6.94,-0.22,3.22
6.940618,-0.04,3.31
6.941544,-0.21,3.17
6.942471,-0.16,3.22
6.943706,-0.16,3.23
6.944632,-0.11,3.2
6.945559,-0.05,3.26
6.946794,-0.34,3.15
6.947721,-0.18,3.14
6.948647,-0.35,3.14
6.949882,-0.26,3.18
6.9505,0,3.26
6.951426,-0.14,3.16
6.952971,-0.13,3.24
6.953897,-0.17,3.09
6.954824,0.01,2.93
6.956059,-0.1,3.07
6.957912,0.02,3.13
6.959147,-0.15,2.9
6.960074,-0.34,2.7
6.961,-0.15,2.9
6.96225,-0.28,2.84
6.963188,-0.31,2.73
6.964125,-0.04,2.8
6.965375,-0.48,2.99
6.966313,-0.22,2.95
6.96725,-0.23,3
6.9685,-0.31,3.05
6.969438,-0.27,2.96
6.971625,-0.22,3.15
6.972563,-0.18,2.95
6.9735,0.02,3.22
6.974438,-0.31,3.29
6.976,-0.05,3.28
6.976938,0.14,3.28
6.977875,0,3.26
6.978813,0.23,3.14
6.97975,0.15,3.14
6.981,0.25,2.98
6.9828,0.33,3.02
6.9846,0.33,3.02
6.987,0.17,3.07
6.9888,0.26,3.15
6.9906,0.14,2.98
6.9918,0.27,3.02
6.9936,0.17,2.97
6.9954,-0.2,2.96
6.9978,-0.26,3.13
6.9996,0.16,3.03
7.0014,0.07,2.94
7.0038,0.11,3.07
7.0056,0.12,3.05
7.0074,0.03,3.19
7.0098,0.12,3.11
7.0116,-0.05,3.07
7.0134,-0.12,3.17
7.0152,-0.08,3.3
7.017,-0.4,3.19
7.0188,-0.12,3.16
7.0206,-0.05,3.29
7.0224,0.14,3.17
7.0242,-0.16,3.13
7.026,0.1,3.12
7.0278,0.14,3.08
7.0296,0.03,2.79
7.032,-0.01,2.99
7.0338,0.14,2.87
7.035,0.11,2.73
7.03668,0.1,3.06
7.03794,0.19,2.93
7.0392,0.04,3.15
7.04088,0.24,3.02
7.04214,-0.08,3.03
7.0434,-0.43,2.98
7.04466,0.04,3.07
7.04634,-0.21,3.07
7.0476,-0.14,3.01
7.04886,0.1,3.1
7.05012,0.17,3.1
7.05138,-0.04,2.99
7.05306,-0.09,3
7.05432,-0.11,2.91
7.056,0.03,3.05
7.05768,-0.17,3.04
7.05936,-0.15,3.02
7.06062,-0.06,3.23
7.06272,-0.39,3.24
7.06398,-0.25,3.23
7.06566,-0.37,3.27
7.06734,0.05,2.97
7.0686,0.03,3.28
7.06986,0.13,3.06
7.07154,0.06,3.1
7.0728,0.05,2.95
7.07406,0.2,2.94
7.07574,0.33,2.77
7.077,0.27,2.84
7.079281,-0.11,2.69
7.080421,0.25,3
7.081562,0.3,3.05
7.083083,0.33,2.79
7.084223,0.28,2.83
7.086884,0.29,2.85
7.087645,0.06,3.11
7.088785,0.13,2.94
7.090306,0.39,3.11
7.091446,0.24,3.39
7.092587,0.32,3.28
7.094107,0.2,3.32
7.095248,0.22,3.07
7.096388,0.2,3.29
7.097529,0.15,3.18
7.098669,0.27,3.19
7.09981,0,3.19
7.101331,0.74,3.14
7.102471,0.33,3.23
7.104372,0.35,3.14
7.105512,0.37,3.19
7.107413,0.34,3.1
7.108174,0.36,3.14
7.109314,0.39,3.03
7.110455,0.49,3.09
7.111215,0.23,3.04
7.111975,0.31,3.09
7.113116,0.24,2.99
7.113876,0.18,3.04
7.115017,0.31,3.05
7.116917,0.31,2.98
7.118438,0.23,3.02
7.119579,0.21,3.14
7.121479,0.06,3.04
7.123,0.13,2.75
7.12432,0.08,2.91
7.125641,-0.16,2.99
7.126961,-0.09,2.92
7.128282,0.19,2.86
7.129932,0.28,2.93
7.130922,0.15,2.97
7.132243,0.04,3.15
7.133893,-0.06,2.93
7.134883,0.01,3.23
7.136204,-0.15,3.18
7.137854,0.03,3.29
7.138845,0.15,3.18
7.140165,0.21,3.2
7.141816,0.19,2.95
7.143136,0.3,3.09
7.144126,0.36,3.09
7.145777,0.15,2.92
7.147097,0.42,3.02
7.148087,0.49,2.92
7.149738,0.17,2.7
7.151058,0.51,2.89
7.152379,0.47,2.81
7.153699,0.52,3.01
7.154689,0.55,2.92
7.15568,0.39,2.92
7.157,0,3.14
7.158091,0.56,3.15
7.159182,0.33,3.06
7.160636,0.08,3.12
7.161727,0.6,2.9
7.162818,0.44,2.93
7.164273,-0.29,3.21
7.165364,0.4,2.89
7.166455,0.33,2.71
7.167909,0.21,3.03
7.169,0.21,2.78
7.170091,0.17,2.81
7.171545,0.05,2.87
7.172636,0.07,2.88
7.173727,-0.04,3.11
7.175182,0.02,2.83
7.176273,0.03,3.09
7.177364,0.01,3.15
7.178818,-0.28,3.13
7.179909,0.14,3.25
7.181,0.19,3.25
7.182818,0.05,3.22
7.184273,0.22,3.15
7.185364,0.32,3.41
7.186455,-0.11,2.98
7.187909,0.2,3.25
7.189,0.44,2.88
7.190455,0.36,2.92
7.191909,0.56,3.03
7.193,0.3,2.98
7.195021,0.21,2.79
7.196536,0.46,3.05
7.198557,0.58,3.1
7.200577,0.41,3
7.202093,0.19,3.06
7.204113,0.31,3.07
7.205629,0.23,3
7.207144,0.41,3.09
7.20866,0.38,3.1
7.21068,0.35,3.05
7.213711,0.29,3.16
7.215732,0.3,3.03
7.217247,0.22,3.21
7.218763,0.22,3.21
7.220278,0.11,3.23
7.221794,0.32,3.19
7.223309,0.39,3.25
7.22533,0.32,3.08
7.226845,0.42,3.22
7.228361,0.44,3.31
7.230381,0.45,3.18
7.231897,0.32,2.89
7.232907,0.23,3.15
7.234928,0.16,2.94
7.235938,0.38,3.14
7.236443,0.22,2.96
7.237454,0.27,2.96
7.237959,0.37,3.06
7.238969,0.41,3.04
7.239979,0.34,2.92
7.240485,0.34,3.01
7.242,0.29,2.84
7.243966,0.33,2.96
7.245277,0.29,2.93
7.246261,0.32,3.15
7.247244,0.19,2.96
7.248227,0.31,3.04
7.24921,0.25,2.85
7.249866,0.16,3.04
7.250849,0.18,3.15
7.251832,0.28,2.99
7.252815,0.32,3.15
7.253798,0.23,3.17
7.255109,0.36,3.05
7.25642,0.18,3.25
7.257403,0.17,3.12
7.258387,0.23,2.99
7.25937,0.18,3.26
7.261664,0.21,3.09
7.262647,0.21,3.03
7.26363,0.22,3.21
7.264941,0.5,3.16
7.265597,0.32,3.19
7.26658,0.11,2.94
7.269202,0.32,3.13
7.270185,0.42,3.21
7.271496,0.33,3.03
7.272479,0.35,3.01
7.273462,0.39,3.22
7.274773,0.48,3.01
7.275756,0.36,3.02
7.276739,0.48,3.01
7.27805,0.3,2.88
7.279034,0.4,2.88
7.280017,0.48,2.93
7.281,0.58,2.86
7.282971,0.44,2.94
7.284154,0.38,2.95
7.285337,0.47,2.93
7.286519,0.31,3.13
7.287702,0.32,2.99
7.289279,0.34,2.94
7.290462,0.29,3.16
7.291644,0.41,3.23
7.293221,0.12,3.18
7.294404,0.13,3.2
7.295587,0.23,3.21
7.297163,0.28,3.09
7.298346,0.21,3.06
7.299529,0.36,3.27
7.301106,0.05,3.02
7.302288,0.13,3.26
7.303471,-0.24,3.27
7.305048,0.23,3.06
7.306231,0.29,3.12
7.307413,0.31,3.04
7.30899,0.31,3.24
7.309385,0.44,3.07
7.311356,0.41,3.15
7.312933,0.3,2.88
7.314115,0.49,3.05
7.315298,0.36,3.02
