Time_Ma,d13C,d18O
0.868538,-1.3,4.99
0.869522,-1.39,5.06
0.869654,-1.7,4.79
0.870477,-1.85,4.88
0.871769,-1.37,5.09
0.872565,-1.47,5.08
0.873062,-1.04,5.01
0.874677,-1.47,4.75
0.875,-1.21,5.08
0.875686,-1.54,5.11
0.876981,-1.12,4.97
0.877196,-2.1,5.01
0.879117,-1.11,5.01
0.879953,-1.06,4.89
0.880855,-1.59,4.94
0.884514,-1.75,4.97
0.884906,-1.44,4.8
0.888132,-1.47,4.84
0.889408,-1.41,4.97
0.891654,-1.84,4.77
0.892839,-1.58,4.86
0.896272,-1.26,4.86
0.898909,-1.34,4.63
0.899277,-0.24,4.69
0.899773,-0.19,4.64
0.899937,-0.24,4.51
0.901758,-0.05,4.59
0.903119,-0.63,4.59
0.903756,-0.25,4.45
0.904239,-0.3,4.26
0.904735,-0.08,4.44
0.90672,-0.93,4.18
0.90733,-0.48,4.29
0.907574,-0.34,4.48
0.9092,-0.15,4.4
0.911392,-0.56,4.48
0.91154,-0.58,4.25
0.911681,-0.33,4.17
0.914162,-0.33,4.19
0.914659,-0.74,4.3
0.91521,-0.4,4.2
0.915329,-0.473,4.398
0.916171,-0.46,4.34
0.916327,-0.38,4.18
0.916366,-0.48,4.1
0.918567,-0.45,4.15
0.918943,-0.645,4.378
0.919636,-0.63,4.32
0.920425,-0.51,4.36
0.920634,-0.4,4.14
0.921615,-0.48,4.14
0.922408,-0.586,4.307
0.92247,-0.89,4.6
0.923102,-0.57,4.25
0.924518,-1.16,4.56
0.924902,-1.18,4.9
0.925874,-1.358,4.532
0.926438,-1.34,4.48
0.92858,-1.725,4.903
0.929115,-1.71,4.84
0.929768,-0.87,4.67
0.930186,-1.57,4.8
0.931257,-1.693,4.742
0.931417,-0.44,4.55
0.931792,-1.68,4.69
0.932031,-1.26,4.31
0.932863,-0.81,4.78
0.933065,-0.91,4.52
0.933934,-1.438,4.686
0.934385,-1.18,4.41
0.934469,-1.42,4.63
0.934714,-0.46,3.99
0.93554,-1.03,4.62
0.936363,-1.03,4.52
0.936611,-1.611,4.249
0.937146,-1.6,4.19
0.939176,-1.02,4.53
0.939387,-1.17,4.27
0.939773,-0.727,4.2
0.94047,-0.71,4.14
0.941667,-1.08,4.2
0.941864,-0.61,4.31
0.942229,-0.19,4.05
0.943258,-0.716,4.027
0.943651,-0.14,4.04
0.943955,-0.7,3.97
0.944158,-0.53,4.14
0.945072,-0.2,4.1
0.94535,-1.26,4.15
0.946493,-0.3,4.05
0.946649,-0.26,3.89
0.946744,-0.792,4.007
0.947441,-0.78,3.95
0.947914,-0.17,4.04
0.94914,-0.46,3.98
0.949336,-0.25,3.8
0.95023,-0.87,4.017
0.950757,-0.31,3.53
0.950927,-0.86,3.96
0.95163,-0.2,3.74
0.952178,0.09,3.62
0.952321,-0.27,3.79
0.953715,-0.19,3.759
0.954121,-0.72,3.67
0.954412,-0.18,3.7
0.955021,0.08,3.57
0.955806,-0.3,3.66
0.956442,0.02,3.56
0.956612,-0.42,3.41
0.957201,-0.538,3.606
0.957863,-0.23,3.31
0.957898,-0.53,3.55
0.959211,-0.29,3.37
0.959417,-0.44,3.21
0.9595,-0.54,3.63
0.961278,-0.185,3.579
0.9615,-0.34,3.21
0.962167,-0.17,3.52
0.963583,-0.93,4.74
0.963816,-0.89,3.96
0.965667,-0.82,3.77
0.965722,-0.948,3.995
0.966611,-0.93,3.94
0.96775,-1.09,4.37
0.968355,-1.02,4.73
0.96937,-0.92,4.27
0.970057,-0.747,4.782
0.970311,-1.02,4.82
0.970614,-0.14,4.26
0.970631,-0.73,4.73
0.971311,-0.05,4.36
0.97178,-0.99,4.65
0.972311,-0.12,4.74
0.972515,-0.2,4.56
0.972929,-0.774,4.511
0.973504,-0.76,4.45
0.974311,-0.2,4.59
0.974415,-0.26,3.8
0.974653,-0.94,4.3
0.975311,-0.11,4.42
0.975802,-0.269,4.269
0.976311,-0.25,4.51
0.976316,-0.14,3.9
0.976377,-0.25,4.21
0.977311,0.19,4.02
0.977526,-0.86,4.45
0.978216,-0.33,4.03
0.978311,0.11,3.91
0.978675,-0.574,4.308
0.979561,-0.56,4.25
0.9797,-0.63,4.14
0.981513,-0.56,4.07
0.98174,0.1,3.93
0.981937,-0.42,3.86
0.98294,-0.44,3.97
0.983688,-0.805,4.026
0.984563,-0.79,3.97
0.98534,-0.06,4.45
0.985789,-0.89,4.22
0.988044,-0.07,4.63
0.988063,-1.086,4.316
0.988937,-1.27,4.02
0.990061,-0.88,4.16
0.990111,-0.36,4.39
0.991161,-0.579,4.207
0.991711,-0.56,4.15
0.991822,-0.1,4.43
0.992343,-0.09,4.4
0.993533,-0.24,4.35
0.993911,-0.771,4.618
0.994461,-0.96,4.32
0.995021,-0.21,4.3
0.995244,-0.04,4.39
0.995561,-0.64,4.37
0.996661,-0.565,4.2
0.997211,-0.55,4.14
0.9977,0.14,4.3
0.998666,-0.02,3.78
0.999411,-0.411,4.148
0.999991,-0.4,4.09
1.000415,0.17,3.99
1.000459,0.11,3.94
1.001472,-0.52,4.09
1.002541,0.04,3.95
1.002956,-0.645,4.123
1.003446,0,3.95
1.003698,-0.63,4.07
1.004506,-0.12,4.13
1.005182,-0.48,4.15
1.006009,-0.76,4.32
1.006665,-0.769,4.394
1.007407,-0.96,4.09
1.007511,-0.29,4.25
1.009013,-0.11,4.54
1.009508,-0.09,4.09
1.010375,-0.708,4.156
1.010515,0.03,4.43
1.011117,-0.69,4.1
1.012017,-0.1,4.58
1.012497,-0.08,4.35
1.013603,0,4.3
1.01426,-0.617,4.305
1.015123,-0.6,4.24
1.015349,-0.66,4.48
1.017095,-0.16,4.1
1.018204,-0.44,4.41
1.018572,-0.209,4.122
1.018841,0.2,3.86
1.019435,-0.19,4.07
1.020587,-0.32,4.16
1.021251,-0.17,3.98
1.022334,0.14,3.79
1.022884,-0.633,3.932
1.023747,-0.62,3.87
1.024473,0.23,3.83
1.026613,0.12,3.98
1.027082,-0.334,3.908
1.027344,0.01,4
1.027831,-0.32,3.85
1.028753,0.02,3.84
1.030688,-0.41,4.053
1.030752,0.01,4.01
1.031381,-0.4,3.99
1.032682,-0.81,4.3
1.032731,-0.08,4.08
1.034151,-0.609,4.416
1.034797,-0.48,4.46
1.034844,-0.59,4.36
1.036919,-0.02,4.56
1.037614,-0.521,4.708
1.037755,-0.25,4.78
1.038307,-0.51,4.65
1.039891,0.01,4.63
1.040291,-0.27,4.78
1.041077,-0.326,4.441
1.041769,-0.31,4.38
1.042828,-0.38,4.61
1.044136,-0.15,4.68
1.04454,-0.414,4.623
1.045232,-0.4,4.56
1.045365,-0.3,4.63
1.047901,-0.44,4.64
1.048003,-0.59,4.594
1.04838,-0.29,4.49
1.048695,-0.58,4.54
1.050438,-0.46,4.63
1.051465,-1.326,4.607
1.052158,-1.31,4.55
1.053206,-1.29,4.65
1.05355,-1.18,4.53
1.054928,-0.841,4.449
1.055621,-0.83,4.39
1.056806,-0.93,4.8
1.05687,-1.01,4.38
1.06157,-0.18,3.99
1.061589,-0.486,3.974
1.062206,-0.47,3.91
1.063632,-0.81,4.46
1.063883,-0.42,3.83
1.064203,-0.15,3.92
1.064673,-0.547,3.993
1.06529,-0.53,3.94
1.066792,-0.06,3.86
1.067303,-0.03,3.83
1.067757,-0.002,3.801
1.068374,0.01,3.74
1.069951,0.06,3.39
1.070412,0.1,3.49
1.070841,-0.275,3.715
1.071458,-0.26,3.66
1.073376,0.02,3.5
1.073465,-0.07,3.9
1.073825,-0.006,3.567
1.074375,0.01,3.51
1.076172,0.04,3.8
1.076237,0.05,3.54
1.076575,-0.222,3.999
1.077125,-0.21,3.94
1.07901,0.05,3.79
1.079325,0.025,3.899
1.079875,0.04,3.84
1.081763,-0.06,3.93
1.081782,0.05,4.13
1.082075,0.055,4.053
1.082625,0.07,4
1.084745,-0.01,4.24
1.084826,0.07,4.21
1.085357,-0.017,4.165
1.086262,0,4.11
1.088471,-0.16,4.3
1.088957,-0.6,4.13
1.089881,-0.342,4.362
1.090786,-0.33,4.31
1.092196,-0.67,4.2
1.093087,-0.53,4.27
1.094405,-1.076,4.318
1.095309,-1.06,4.26
1.095922,-0.67,4.29
1.097217,-0.55,4.38
1.099647,-1.19,4.72
1.101348,-0.62,4.49
1.103293,-0.54,4.38
1.103308,-0.557,4.272
1.103926,-0.74,3.98
1.105037,-0.08,4.31
1.106225,-0.35,4.4
1.106394,-0.419,4.409
1.107011,-0.41,4.35
1.108432,0.09,3.92
1.109157,-0.15,4.25
1.109478,-0.914,4.387
1.110095,-0.9,4.33
1.111827,-0.45,3.54
1.112088,-0.05,3.92
1.112563,-0.557,4.378
1.11318,-0.54,4.32
1.114862,-0.05,4.13
1.115257,-0.03,4.1
1.115695,-0.343,3.891
1.11633,-0.33,3.84
1.117408,-0.34,4.35
1.118749,-0.26,4.15
1.118868,-0.276,4.117
1.119503,-0.26,4.06
1.119955,-0.89,4.34
1.121981,-0.37,4.41
1.122042,-0.592,4.469
1.122502,-0.47,4.96
1.122676,-0.58,4.41
1.124171,-1.01,4.84
1.125049,-0.64,4.93
1.125215,-1.591,4.648
1.125849,-1.58,4.59
1.126362,-0.76,4.81
1.127596,-0.38,4.35
1.128388,-1.545,4.893
1.128552,-0.59,4.55
1.129022,-1.73,4.6
1.130743,-0.24,4.44
1.131561,-1.112,4.744
1.132195,-1.1,4.68
1.132689,-1.09,4.46
1.132933,-0.14,4.47
1.134734,-0.42,4.656
1.135124,-0.64,4.58
1.135236,-0.31,4.57
1.135369,-0.41,4.6
1.138686,-0.531,4.281
1.138948,-0.01,4.11
1.138959,-0.5,4.48
1.139614,-0.52,4.22
1.143187,-0.99,4.47
1.143327,-1.193,4.348
1.144256,-1.38,4.05
1.147414,-0.22,4.13
1.147969,-1.508,4.24
1.148773,-0.1,4.17
1.148897,-1.49,4.18
1.151641,0.06,4.02
1.152611,-0.675,4.322
1.153539,-0.86,4.03
1.155868,-0.08,3.77
1.157252,-0.731,4.078
1.158181,-0.72,4.02
1.158597,0.13,3.77
1.160096,0.07,3.73
1.161894,0.053,3.867
1.162823,0.07,3.81
1.16351,0.21,3.72
1.166536,-0.003,3.811
1.167188,0.01,3.75
1.167712,0.24,3.77
1.167769,-0.94,3.7
1.168692,-0.246,3.78
1.169068,-0.23,3.72
1.17017,-0.24,3.75
1.170573,-0.023,3.864
1.170949,-0.01,3.8
1.172453,-0.512,4.112
1.172628,0.15,3.75
1.172829,-0.5,4.06
1.174333,0.077,3.88
1.174709,0.09,3.82
1.175086,-0.3,3.97
1.17618,0.11,3.77
1.176214,0.175,3.946
1.17659,0.19,3.89
1.177545,0,3.92
1.178109,-0.001,3.886
1.178328,0.02,3.92
1.178546,0.01,3.83
1.180295,-0.18,3.977
1.180309,-0.12,3.66
1.180732,-0.17,3.92
1.181233,0.13,3.91
1.182481,-0.327,3.943
1.182918,-0.31,3.88
1.184138,-0.06,3.92
1.184667,-0.16,3.965
1.185104,-0.15,3.91
1.187042,-0.23,4.64
1.18711,-0.928,4.607
1.187166,-0.14,4.44
1.187623,-0.83,4.41
1.187632,-0.91,4.55
1.188592,-0.63,4.63
1.189724,-0.595,4.635
1.189947,-0.51,4.52
1.190017,-0.32,4.6
1.190247,-0.58,4.58
1.190818,-0.2,4.67
1.191443,-0.39,4.71
1.192338,-1.19,4.86
1.192852,-0.35,4.71
1.192861,-1.18,4.8
1.192868,-0.38,4.59
1.194014,-0.53,4.91
1.194294,-0.79,4.65
1.194953,-1.245,4.878
1.195476,-1.23,4.82
1.195509,-0.74,4.95
1.19655,-0.4,4.87
1.197145,-1.58,4.34
1.197567,-0.882,4.755
1.19759,-0.58,4.85
1.198103,-0.87,4.69
1.198652,-0.73,4.62
1.198959,-0.4,4.71
1.199911,-0.55,4.82
1.200495,-1.055,4.73
1.201093,-1.04,4.67
1.201577,-0.84,4.89
1.202291,-0.73,4.65
1.203485,-1.393,4.716
1.203543,-0.58,4.48
1.204083,-1.38,4.66
1.204195,-0.74,4.72
1.204671,-0.7,4.62
1.205174,-0.69,4.37
1.206804,-0.53,4.51
1.206812,-0.36,4.58
1.20705,-0.87,4.73
1.207074,-0.48,4.35
1.208435,-0.36,4.42
1.20943,-0.3,4.14
1.209668,-0.46,4.24
1.210064,-1.62,4.5
1.210065,-0.42,3.92
1.21126,-0.72,4.09
1.211696,-0.63,4.31
1.21181,-1.23,4.31
1.212524,-0.43,4.47
1.213343,-0.46,3.47
1.215291,-0.35,4.17
1.216922,-0.5,4.36
1.217396,-0.79,4.49
1.218642,-0.67,4.41
1.218793,-0.27,3.95
1.219789,-0.04,4.04
1.220722,-0.01,3.88
1.220763,-1.06,4.03
1.222082,0.03,3.85
1.22265,-0.1,4.09
1.222682,-0.37,4.14
1.22413,-0.6,3.86
1.224578,-0.15,3.78
1.226507,-0.08,3.94
1.226639,-0.2,3.92
1.227497,-0.36,3.98
1.230597,0.03,3.5
1.230863,-0.24,3.59
1.230992,0.5,4.48
1.232292,0.08,3.57
1.234554,-0.01,3.67
1.234661,-0.35,3.56
1.235741,0.1,3.61
1.236149,-0.37,3.8
1.238077,-1.23,3.65
1.238506,-0.49,3.25
1.238512,-0.04,3.51
1.240006,-1.3,3.81
1.240095,-1.16,3.78
1.242351,-1.01,3.79
1.243669,-1.12,3.56
1.243863,-1.14,3.94
1.246196,-1.45,4.42
1.250355,-1.17,4.77
1.253698,-1.52,4.72
1.256785,-1.08,4.97
1.258261,-1.72,4.38
1.259824,-0.98,4.16
1.259846,-0.96,4.62
1.261878,-1.23,4.27
1.262431,-1.3,4.01
1.262908,-1.05,4.41
1.265969,-0.48,4.62
1.265987,-0.47,3.71
1.26903,-0.35,4.26
1.270771,-0.75,4.13
1.272092,-0.56,4.06
1.275153,0.03,4.04
1.277703,-0.18,3.99
1.278215,0.17,3.88
1.27865,-0.04,3.85
1.278695,-0.28,3.92
1.279539,0.04,3.74
1.280454,-0.21,3.83
1.281276,0.08,3.85
1.281376,0,3.7
1.282258,0.11,3.89
1.282519,-0.27,3.93
1.283206,-0.04,3.77
1.284033,0.06,3.9
1.284485,-0.39,4.14
1.284988,-0.07,3.82
1.286242,-0.7,4.19
1.287535,-0.17,4.06
1.28783,-0.21,4.23
1.289284,-0.22,4.1
1.28995,-0.59,4.19
1.291175,-0.92,4.39
1.293659,-0.87,4.6
1.29452,-0.96,4.02
1.297367,-0.79,4.4
1.300112,-1.09,3.94
1.30106,-1.01,4.32
1.301167,-1.13,4.34
1.303827,-0.69,4.2
1.30461,-0.92,4.34
1.30605,-0.35,4.45
1.306932,-0.92,4.14
1.309148,-0.85,3.98
1.309411,-0.34,4
1.309749,-1.12,4.13
1.310817,0.04,3.87
1.311808,-0.23,4.01
1.312223,-0.12,3.97
1.312565,-0.41,3.91
1.313629,-0.22,4.03
1.314469,-0.85,3.97
1.315035,-0.44,4.03
1.315382,-0.26,3.73
1.316484,-0.33,3.95
1.317945,-0.17,4.06
1.317969,-0.31,3.62
1.318827,-0.39,4.28
1.319053,-0.55,4.41
1.319413,-0.56,4.27
1.319686,-0.23,3.53
1.320545,-0.46,4.33
1.320617,-0.43,4.35
1.320844,-0.58,4.33
1.321404,-0.51,4.24
1.322263,-0.38,4.3
1.322275,-0.54,4.19
1.323123,-0.38,4.24
1.323706,-0.66,4.29
1.323982,-0.56,4.54
1.324841,-0.42,4.41
1.3257,-0.43,4.17
1.326559,-0.51,4.5
1.328804,-0.93,4.42
1.329281,-0.7,4.77
1.331293,-1.12,4.07
1.333782,-1.19,4.51
1.333814,-1.17,4.28
1.338347,-1.22,4.17
1.341248,-0.37,3.67
1.34288,-0.63,4.45
1.343246,-0.65,4.08
1.343737,-0.23,3.77
1.346225,-0.38,4.04
1.347413,-0.02,4.23
1.348714,-0.28,4.08
1.350869,-0.29,3.6
1.351203,-0.3,4
1.351946,0.11,4.16
1.353692,-0.19,3.73
1.356181,-0.1,3.72
1.356479,0.128,3.31
1.358492,-0.53,3.23
1.360225,-0.47,3.45
1.360226,0.1,3.29
1.362108,-0.63,3.67
1.362966,0.15,4.05
1.36305,0.06,3.61
1.365272,-0.22,3.84
1.367492,-0.42,3.99
1.368436,-0.59,4.21
1.368983,0.03,3.94
1.371188,-0.05,4.07
1.371599,-0.75,4.2
1.371965,-0.31,4.08
1.374763,-0.54,4.24
1.376437,-0.64,4.37
1.376668,-0.04,4.07
1.377927,-0.6,4.43
1.377928,-0.51,4.39
1.379409,-0.67,4.61
1.379419,-0.49,4.49
1.38091,-0.31,4.52
1.382149,-0.87,4.49
1.382401,-0.83,4.22
1.383892,-0.15,4.39
1.384255,-1.02,4.62
1.384889,-0.53,4.39
1.385383,-0.27,4.43
1.386874,-0.19,4.19
1.387418,-0.67,4.1
1.38763,-0.14,4.4
1.388365,-0.27,4.07
1.390335,-0.45,4.14
1.390541,-0.26,3.97
1.391625,-0.27,3.5
1.393275,0.12,4.1
1.393623,-0.15,3.71
1.394925,0.01,4.07
1.395675,0.16,3.85
1.396574,0.04,3.94
1.396705,-0.14,3.7
1.398224,-0.05,3.93
1.398344,0.23,3.84
1.399413,0.31,3.8
1.399787,-0.24,3.65
1.401523,0.01,3.6
1.402103,-0.08,3.69
1.403503,-0.08,3.81
1.403913,-0.19,3.57
1.404509,-0.26,3.15
1.404815,-0.08,4.11
1.406802,-0.13,4.04
1.407526,-0.08,4.35
1.408155,-0.38,3.87
1.410102,-0.13,4.49
1.410238,-0.28,4.43
1.412397,-0.94,4.21
1.41295,-0.8,4.46
1.413401,-0.72,4.71
1.414212,-0.8,4.22
1.415661,-0.62,4.41
1.415758,-0.82,4.49
1.416701,-0.37,4.31
1.417304,-1.2,4.42
1.418904,-1.3,3.99
1.421207,-0.69,4.32
1.421249,-0.14,4.17
1.423732,-0.72,3.94
1.423985,-0.91,3.95
1.424372,-0.77,3.97
1.426887,-0.81,3.72
1.427495,-0.68,3.84
1.427969,-0.57,4.19
1.430617,-0.04,3.66
1.431508,-1.14,3.59
1.431954,0.12,3.79
1.434143,0.07,3.6
1.435939,-0.22,2.99
1.437457,-0.54,2.93
1.438071,-0.25,3.47
1.439923,-0.03,3.61
1.441556,-0.62,3.03
1.442,-0.3,3.34
1.444973,-0.15,3.4
1.445059,-0.96,3.45
1.447809,-0.15,3.37
1.450507,-1.07,3.52
1.4521,-1.33,4.14
1.453206,-1.32,4.39
1.454086,-0.8,4.54
1.457899,-0.3,4.6
1.460135,-1.17,4.6
1.461302,-0.63,4.48
1.464,-0.24,4.39
1.46467,-1.22,4.41
1.465691,0.01,4.04
1.467308,-0.13,4.2
1.46786,-0.85,4.34
1.469917,0.02,3.39
1.470617,-0.24,3.88
1.47105,-0.53,4.22
1.473925,-0.05,3.97
1.474144,0.25,3.84
1.474239,-0.17,3.98
1.477193,-0.01,3.86
1.477429,-0.24,3.59
1.47837,0.13,3.86
1.481372,-0.07,3.54
1.482597,0.07,3.78
1.483649,0.1,3.57
1.486074,-0.28,3.22
1.487644,-0.02,3.46
1.491477,-0.08,3.43
1.491733,-0.3,3.11
1.49688,-0.33,3.61
1.506396,-0.47,3.53
1.514382,0.19,4.13
1.517044,0.33,4.09
1.518131,-0.79,3.94
1.51874,0.21,3.78
1.519706,0.16,3.88
1.520614,-0.52,3.97
1.520747,-0.25,3.61
1.522368,-0.08,4.14
1.522754,-0.15,3.97
1.523098,-0.04,3.66
1.524761,0.04,3.72
1.52503,-0.07,4.15
1.525582,-0.21,3.69
1.528065,-0.47,4.02
1.530358,-0.43,4.71
1.530367,-0.45,4.14
1.530782,-0.39,4.84
1.532396,-1.01,4.13
1.533034,-0.23,4.15
1.534425,-0.98,4.66
1.53571,-0.57,3.23
1.536681,-1.1,4.79
1.540638,-1.32,4.33
1.541143,-0.1,4.27
1.543592,-0.19,3.59
1.543681,-0.97,4.1
1.544816,-0.3,3.9
1.547462,-0.21,4.12
1.548375,0.03,3.79
1.550204,-0.58,4.12
1.550923,-0.1,3.7
1.553783,-0.81,4.25
1.556993,-1.18,4.14
1.560204,-0.29,4.15
1.561328,0.11,3.57
1.563242,0.24,3.93
1.564799,0.16,3.8
1.566625,-0.16,3.83
1.567115,0.19,3.7
1.567949,0.16,3.8
1.569686,0.08,3.97
1.569728,-0.3,3.79
1.572257,0.02,4.34
1.573178,-0.03,4.06
1.574828,0.1,4.68
1.576975,-0.93,4.32
1.5774,-0.04,4.41
1.583147,0.04,4.25
1.583682,-0.59,4.17
1.586845,0.06,4.02
1.586991,-0.73,3.97
1.59712,-0.56,4.19
1.598222,-0.07,3.93
1.599988,-0.5,4.25
1.600762,0.04,3.99
1.602111,0.05,3.87
1.602855,-0.38,4.01
1.603879,0.36,4.05
1.605722,-0.18,3.64
1.606,-0.01,3.7
1.607327,0.25,3.7
1.609453,-0.25,3.85
1.609523,-0.05,3.92
1.611483,-0.02,3.65
1.613046,0.1,3.8
1.613276,-0.51,4.16
1.615638,0,3.92
1.616542,0.05,3.68
1.617048,-0.53,4.12
1.6199,-0.4,4.08
1.620588,-0.6,3.87
1.622037,0.12,4.06
1.623257,0.06,3.78
1.624118,-0.3,3.88
1.624281,0.1,3.96
1.624973,0.14,3.78
1.625946,-0.1,3.84
1.626728,-0.01,3.92
1.627621,-0.12,3.73
1.627647,-0.61,4.12
1.628251,-0.96,4.04
1.6293,0.07,3.9
1.630975,-0.17,4.35
1.630979,-0.14,4.3
1.631176,-1.51,4.07
1.632657,-0.13,4.09
1.634348,-0.16,4.06
1.634592,-1,4.33
1.63527,0.12,3.41
1.636087,0.11,3.71
1.63742,-0.24,3.9
1.637471,0.21,3.83
1.637827,0,3.71
1.639566,-0.03,3.67
1.639671,0.11,3.71
1.640247,-0.46,3.63
1.641168,-0.04,3.51
1.641306,-0.07,3.71
1.641907,0.34,3.66
1.642908,0.1,3.7
1.643075,-0.09,3.77
1.643962,-0.13,3.68
1.644759,0.1,3.5
1.645026,0.13,3.9
1.645254,-0.17,3.6
1.645676,-1.56,4.52
1.646835,-0.1,4.26
1.64793,0,3.62
1.648644,0.26,3.59
1.648787,-0.52,4.22
1.650454,-0.02,4.4
1.651897,-0.74,4.63
1.654072,0,4.43
1.65462,-0.11,4.31
1.655007,-0.84,4.58
1.657691,-0.12,4.26
1.657965,-0.19,3.46
1.658118,-1.07,4.45
1.6595,-0.27,4.2
1.661228,-0.77,4.52
1.663118,-0.09,4.33
1.664338,-0.96,4.36
1.664928,-0.22,4.45
1.667449,-0.13,3.8
1.668,-0.42,4.25
1.668546,-0.29,4.53
1.670356,-0.27,4.46
1.672286,-0.67,4.59
1.674268,-0.19,4.04
1.674445,-0.3,4.23
1.674452,0.05,4.07
1.67601,-0.24,4.34
1.677077,0,3.95
1.677567,0,4.12
1.678759,0.09,4.04
1.679124,-0.06,4.06
1.680916,0.04,3.92
1.685502,-0.14,3.69
1.686911,-0.2,3.82
1.688311,-0.62,3.91
1.691119,-0.25,3.85
1.691584,-0.02,3.75
1.693857,0.06,3.76
1.693928,-0.65,3.89
1.694698,-0.62,3.77
1.696014,-1.08,4.29
1.696736,-0.74,3.83
1.697813,-0.08,3.49
1.699545,-0.74,4.11
1.700328,-1.25,4.19
1.700928,-1.22,3.82
1.702353,-0.78,4.11
1.702485,-1.26,3.93
1.704642,-0.36,4.4
1.705213,-1.23,4.63
1.709433,-0.09,3.96
1.710949,-0.94,4.36
1.711872,-0.14,4.06
1.713653,-1.19,3.66
1.714128,-0.18,4.12
1.714311,-0.26,3.76
1.716357,-0.73,4.19
1.716876,-0.22,3.5
1.719476,-0.56,3.6
1.720094,-0.52,3.23
1.722827,-0.4,3.82
1.723482,-0.49,4.03
1.725177,-0.24,4.13
1.729802,-0.96,3.87
1.732086,-0.15,3.92
1.732554,-0.09,3.94
1.73392,-0.12,3.97
1.734839,-0.13,3.84
1.735586,-0.65,3.89
1.736653,-0.35,3.4
1.739476,-0.19,4.62
1.741609,-0.89,4.35
1.742388,-0.29,4.63
1.744703,-0.85,4.25
1.745952,-0.34,4.05
1.747797,-0.48,4.29
1.748656,-0.07,4.85
1.751113,-0.47,3.68
1.753517,-0.97,4.48
1.753535,-1.01,4.07
1.755658,-0.33,4.06
1.756761,-0.47,3.48
1.760005,-0.25,3.23
1.760637,0.01,3.14
1.763249,-0.69,3.37
1.766493,-0.17,3.62
1.767739,0.02,3.43
1.769737,-0.42,3.66
1.773143,-0.12,3.61
1.776813,-0.4,3.65
1.780484,-0.53,3.48
1.784154,-0.81,4.08
1.787824,-0.66,4.11
1.791495,-1.48,4.63
1.793525,-0.39,4.66
1.795165,-0.84,4.45
1.796376,-0.02,3.58
1.797,-0.26,4.58
1.798926,-1.46,4.04
1.799334,-1.21,4.16
1.799979,-0.08,3.95
1.801667,-1.29,3.84
1.806333,-0.27,4.05
1.806629,-1.59,4.2
1.807426,-0.14,3.94
1.810481,-0.51,3.97
1.811,-0.11,4.07
1.811172,-0.04,3.75
1.81411,-0.78,3.74
1.815434,-0.21,3.75
1.8155,-0.16,3.75
1.817505,-1.63,3.88
1.819442,-0.17,3.85
1.82,-0.61,4.06
1.8209,-1.73,3.96
1.823351,-0.98,4.02
1.823464,-0.23,3.76
1.824725,-0.8,3.68
1.826429,-0.13,3.94
1.827513,-0.54,3.66
1.828561,-0.36,3.84
1.829507,0.26,4.97
1.831561,-0.13,3.64
1.832014,-1.43,3.98
1.832598,-0.11,3.98
1.83551,-0.43,4.31
1.835751,-0.4,3.78
1.836335,-0.95,3.75
1.838903,-0.32,4.57
1.839424,-0.46,4.35
1.842055,-0.48,4.72
1.843264,-0.3,4.35
1.843698,-1.08,4.45
1.844727,-0.28,4.32
1.846187,-1.64,4.16
1.846332,-0.44,4.33
1.847194,-0.19,4.35
1.848676,-0.45,3.93
1.849399,-0.27,3.91
1.849661,-0.17,4.24
1.851165,-0.42,3.74
1.852128,-0.14,4.23
1.852466,-0.12,3.85
1.854741,-0.08,4.16
1.85572,-0.19,3.63
1.855888,-0.61,3.94
1.857803,-0.1,4
1.858277,-0.49,3.91
1.859159,-0.18,4.17
1.860667,-0.51,3.89
1.860865,-0.19,4.14
1.862598,-0.16,4.24
1.863927,-0.18,4.39
1.866391,-0.09,4
1.866952,-0.49,3.84
1.86751,-0.07,4.01
1.870429,0.02,3.87
1.871104,0.11,4.09
1.873565,-0.16,3.94
1.874357,0.02,3.93
1.874448,0.04,3.99
1.877071,0.06,3.87
1.877906,0.02,4.01
1.879693,0.05,3.87
1.880333,-0.13,3.6
1.881144,0,3.92
1.882316,0,3.93
1.883659,-1.35,3.74
1.884383,-0.02,3.8
1.886592,-1.27,3.72
1.887185,0.02,3.85
1.889302,-0.82,3.48
1.889884,-0.05,3.8
1.892012,-0.61,3.66
1.892583,-0.2,3.85
1.89379,-0.14,3.68
1.894722,-0.65,3.55
1.895282,-0.22,3.89
1.896232,-0.24,3.84
1.897432,-0.86,3.71
1.897981,-0.25,3.82
1.898673,-0.44,4.18
1.900142,-0.36,3.93
1.90068,-1.12,4.27
1.903379,-0.41,4.59
1.903394,-0.33,3.81
1.905562,-1.02,4.52
1.906078,-0.61,4.4
1.907708,-0.84,4.55
1.908438,-0.42,4.87
1.908777,-0.42,4.29
1.909792,-0.79,4.35
1.91088,-0.55,4.29
1.911476,-0.3,4.2
1.911875,-1.04,4.24
1.913905,-0.2,4.29
1.913958,-1.73,4.03
1.917136,-0.83,4.01
1.917824,-0.27,4.36
1.919093,-0.23,4.41
1.922212,-0.74,3.7
1.922683,-0.63,4.06
1.92533,0.05,4.21
1.926504,-0.45,4.06
1.927034,-0.02,3.96
1.928456,-0.78,4.16
1.929714,-0.33,3.82
1.931184,-0.1,3.8
1.933728,-1.01,3.76
1.935333,-0.1,3.7
1.93711,-2.03,3.78
1.938231,-0.1,3.71
1.939994,-2.01,3.92
